2:42:25 PM380,7.488216,81.37273,35.13543,-0.09875579,-0.9950318,-0.01261036,21.63895,83.60349,87.34969,-6.900147,75.6101,93.94024,-6.900147,75.6101,93.94024,-34.27471,65.95293,53.96315,-48.38032,56.65608,24.75133,-59.11145,52.62782,11.05539,1.655841,94.35209,82.71873,-19.6903,86.4922,13.54986,-24.00482,71.61816,-26.05012,-26.50735,60.75147,-47.21401,-28.36899,54.90078,-58.49225,13.08528,94.85849,78.52022,2.047421,86.51718,10.86971,2.058942,71.25794,-34.32884,1.107043,58.44077,-59.36684,0.4362754,50.77852,-71.04981,24.78925,92.67645,76.05088,24.17097,84.27379,14.63005,26.35416,72.21851,-27.85918,26.66714,61.67934,-53.16789,26.64384,56.24497,-66.15825,35.95274,84.12397,76.85448,43.59259,77.9773,20.30932,50.39242,64.81641,-11.39637,52.59269,55.07257,-27.97762,54.86964,48.43289,-38.66429,175.5829,1,10,128.2112,54.29007,-155.5269
2:42:25 PM716,3.531956,77.86136,39.73581,-0.1458095,-0.9869213,-0.06874514,11.42713,77.29623,93.29788,-18.05685,70.62467,96.12546,-18.05685,70.62467,96.12546,-39.52224,66.97672,51.77769,-47.04287,60.07065,19.61442,-54.52127,57.03242,3.749159,-7.29999,89.2911,86.83869,-20.58088,85.28796,15.3589,-22.2968,62.67522,-20.60957,-24.95806,39.32607,-25.08086,-26.00478,29.36851,-23.35671,4.560619,89.33442,84.03867,1.295604,84.22929,15.25437,2.108289,64.29842,-28.07983,0.844276,47.90963,-50.92491,0.9748711,40.47538,-62.30051,16.35311,86.6135,82.86575,22.6715,80.63733,21.48279,23.91241,64.11074,-19.51432,22.38336,48.94971,-42.30704,22.48667,41.56442,-53.63857,26.90184,77.43945,84.59056,40.93745,73.07476,29.11574,43.64612,59.248,-2.918329,42.68678,48.35633,-18.89244,43.5355,40.57175,-28.62928,89.74971,1,10,128.2112,54.29007,-24.48679
2:42:25 PM997,1.099835,76.30238,38.20555,-0.1307053,-0.984051,-0.1206634,5.557402,73.44793,92.08998,-23.97514,66.43085,92.72195,-23.97514,66.43085,92.72195,-40.55526,62.2956,46.36686,-43.68902,54.90776,13.5899,-48.3042,52.79781,-3.323067,-12.84343,85.56954,84.96404,-21.48086,84.60505,12.67135,-22.36303,59.1087,-21.34583,-24.98598,35.36366,-22.59119,-26.02831,25.49991,-18.60771,-0.8290879,85.82745,82.93793,0.3674335,83.72122,13.9297,-4.403451,53.45126,-22.6315,-12.31707,26.44614,-22.19996,-15.28878,16.60706,-17.8236,11.0423,83.25193,82.40991,21.33769,80.02478,21.35997,20.99147,59.26208,-17.68131,17.80562,40.65356,-37.56287,17.12082,32.19655,-47.45383,21.55514,74.09287,84.41136,39.15652,72.27597,29.81837,40.82027,57.81404,-2.005869,38.87015,46.15408,-17.33439,38.61513,38.23001,-26.8003,63.76224,1,10,128.2112,54.29007,13.08472
2:42:25 PM1264,2.715368,75.08656,34.28549,-0.1552121,-0.9853141,-0.07117082,5.323444,75.10869,88.36641,-24.40528,68.94329,88.36846,-24.40528,68.94329,88.36846,-37.27631,59.33475,41.64793,-38.83046,48.70553,9.658344,-41.66318,45.2985,-7.360854,-12.47469,87.31181,79.96323,-18.76748,82.56947,7.577608,-23.31967,48.37423,-17.28147,-26.67802,26.02959,-9.426757,-27.48063,18.49449,-2.325651,-0.3980903,87.12997,78.33881,2.99308,81.16303,9.63002,-5.834229,42.68571,-17.15295,-14.96602,18.06324,-7.032086,-18.19331,10.58997,1.230674,11.4044,84.2072,78.35916,23.59291,77.31599,17.96498,18.42879,45.68102,-12.49796,11.36744,21.41762,-23.13413,8.130852,10.05359,-28.17128,21.57574,74.89091,81.21656,40.89301,69.56713,27.4392,35.39367,48.21474,0.2632896,28.913,32.92974,-9.69115,25.52753,23.20465,-15.61978,50.06411,1,10,128.2112,54.29007,36.66819
2:42:25 PM1503,5.267471,75.0761,32.10012,-0.1568798,-0.986608,-0.04464662,7.242739,76.64815,86.18501,-22.4996,70.55112,86.01443,-22.4996,70.55112,86.01443,-34.4435,58.09189,39.7229,-36.27723,46.09479,8.235809,-37.91065,41.54101,-8.653365,-10.42471,88.64381,77.22576,-15.88232,81.83511,4.937284,-21.34792,44.82042,-15.26299,-24.49179,24.04692,-3.824676,-25.18925,17.67676,4.650084,1.669564,88.38863,75.74946,5.849088,80.44018,7.285186,-4.11351,39.51908,-15.11937,-13.27069,16.63057,-1.541816,-16.47581,10.2971,8.051452,13.46353,85.44156,75.99267,26.34013,76.78895,15.96909,19.28091,41.60179,-9.86621,10.75473,16.17592,-15.5699,6.64638,4.135159,-17.78256,23.57696,76.18885,79.23612,43.5084,69.2776,25.865,35.89162,44.8354,2.005809,27.98941,28.39263,-4.468149,23.19595,18.13672,-7.972097,46.34913,1,10,128.2112,54.29007,46.40159
2:42:25 PM1760,6.55644,75.11698,30.60614,-0.1524744,-0.9874476,-0.0412178,6.650809,77.17393,84.71075,-23.05054,70.9832,83.56439,-23.05054,70.9832,83.56439,-33.89365,55.76001,37.83173,-36.63643,42.87509,6.764291,-35.75583,36.71963,-9.740666,-10.72888,89.03483,75.03769,-13.65765,81.56948,2.667395,-20.04457,42.27764,-12.27816,-22.49588,23.90285,2.841887,-22.80348,19.10685,12.66717,1.409971,88.80418,73.98364,7.983103,80.26295,5.779213,-2.416017,37.3547,-12.28994,-11.83194,16.78801,4.456374,-15.22473,11.92381,15.28612,13.19661,85.89606,74.66172,28.17086,76.75245,15.20021,20.1094,39.33992,-6.952597,8.110304,17.47627,4.436221,2.918998,11.26892,13.6677,23.21737,76.7039,78.33635,45.00666,69.38241,25.75187,36.91469,43.43708,3.705168,26.18491,28.03888,8.447392,19.98664,21.23958,14.9192,42.45715,1,10,128.2112,54.29007,52.00541
2:42:26 PM2056,7.52551,75.14161,29.11448,-0.1596633,-0.9861296,-0.04534274,6.626316,77.1354,83.21406,-23.09757,71.18721,81.50558,-23.09757,71.18721,81.50558,-34.43029,54.79938,36.29713,-37.34435,41.0425,5.62163,-34.05081,33.58788,-10.01283,-10.4732,89.14807,73.23382,-12.11054,81.7901,0.8118085,-18.85439,42.12934,-12.95611,-21.4272,24.40465,2.901811,-21.81497,20.02385,13.19135,1.680957,88.82014,72.40618,9.45706,80.30442,4.325218,-1.657083,36.75925,-11.67626,-11.43403,17.3852,6.244263,-14.92651,13.1854,17.32949,13.42897,85.81569,73.3003,29.43633,76.61938,14.11671,21.21896,39.02156,-7.661947,8.751539,17.7471,4.324013,3.289727,11.90511,13.96482,23.30466,76.53831,77.14931,46.012,69.10081,24.9711,37.89793,42.50738,3.719084,26.68086,27.80276,9.435112,20.14079,21.89082,16.69588,41.87162,1,10,128.2112,54.29007,53.24575
2:42:26 PM2318,8.228491,75.12256,27.80447,-0.1599591,-0.9851656,-0.06214337,6.00895,76.41141,81.88738,-23.67298,70.53934,79.37509,-23.67298,70.53934,79.37509,-36.02557,53.85331,34.54446,-38.32176,39.25425,4.207613,-31.32924,30.44675,-9.319535,-10.82356,88.58401,71.65034,-10.69943,82.17523,-0.8802119,-17.52561,41.96384,-12.89929,-20.11396,25.07491,3.843533,-20.5698,21.17481,14.38125,1.34671,88.24512,71.11581,10.77354,80.60513,3.139583,-0.6285142,36.72604,-11.70536,-10.77824,18.08759,6.779192,-14.46406,14.28548,18.13593,13.06489,85.20818,72.25741,30.50183,76.75673,13.36742,21.62107,38.42656,-6.815765,8.642771,18.36986,6.637696,3.112109,13.34736,16.56256,22.82978,75.86364,76.22483,46.79588,69.06737,24.52434,38.02499,41.05173,5.47458,26.05114,27.84441,13.01877,19.36455,23.53256,20.92026,40.0525,1,10,128.2112,54.29007,55.90928
2:42:26 PM2484,8.997675,74.05943,27.4222,-0.1626673,-0.9833083,-0.08151128,6.218566,74.38509,81.49363,-23.45543,68.66608,78.56852,-23.45543,68.66608,78.56852,-35.89326,52.48838,33.57543,-37.78244,37.99706,3.158957,-29.77594,28.8953,-9.574888,-10.46456,86.80009,71.30327,-9.605818,81.69411,-1.325651,-16.64889,41.16435,-12.08414,-19.1724,24.8585,5.236628,-19.61998,21.21258,15.77086,1.709391,86.42699,70.88894,11.81857,79.97472,2.887648,-0.470462,35.6832,-9.879262,-10.717,18.22627,9.674558,-14.33061,14.88043,20.95114,13.40458,83.32786,72.09714,31.42584,75.87225,13.24858,21.63917,37.03461,-5.494153,8.271442,18.21116,9.293831,2.765349,13.95205,19.47083,23.09557,73.87846,75.99683,47.57627,67.92516,24.43368,38.27065,39.61821,6.081037,25.9422,27.01575,14.07533,19.14455,23.21207,22.27702,38.98783,1,10,128.2112,54.29007,57.32933
2:42:26 PM2722,9.489052,72.09824,26.08707,-0.162429,-0.9817744,-0.09866989,5.057415,71.76322,80.04814,-24.52666,66.16247,76.14639,-24.52666,66.16247,76.14639,-35.79831,50.45019,30.68356,-36.84762,36.22996,0.09902687,-27.89179,26.88689,-11.8397,-11.27657,84.34909,69.50776,-8.207868,80.13882,-3.118851,-15.32007,38.90287,-10.67029,-17.8963,24.42007,8.194204,-18.44487,21.56572,18.80839,0.9034392,83.94765,69.46116,13.07342,78.30855,1.725682,0.04143848,33.60299,-8.634539,-10.57206,18.09444,12.31603,-14.28537,15.59554,23.76557,12.5488,80.80164,70.98766,32.34468,74.0244,12.62931,22.38341,34.88816,-5.386216,8.368491,16.9492,9.893793,2.554078,13.22752,20.29323,22.09347,71.27814,75.06393,48.12637,65.89526,24.20317,38.41563,37.16665,6.737025,25.56968,25.42333,15.21035,18.54769,22.26552,23.63058,38.08904,1,10,128.2112,54.29007,59.14074
