3:44:36 PM93,82.1044,199.9046,44.32492,-0.2797586,-0.8333926,-0.4766466,80.15664,182.3356,83.27263,56.33226,181.7457,80.57235,56.33226,181.7457,80.57235,45.5958,190.6044,44.11153,38.28254,196.6414,19.19815,34.55908,199.7888,6.016653,68.21073,195.9692,80.80441,68.13078,216.4903,27.07023,67.67628,219.3721,-6.392425,67.19955,220.2632,-25.26269,66.77398,220.8239,-35.48851,77.72131,194.8159,79.85682,84.78572,212.0565,28.59031,87.90975,217.3576,-8.588804,88.53025,218.1906,-30.79715,88.70502,217.5739,-42.00552,86.60428,191.2233,79.19025,99.81276,204.0307,33.80318,105.2603,207.8986,-0.4841256,108.0989,209.4778,-21.8976,109.6233,210.1892,-32.9157,93.32407,182.3862,78.43762,111.7677,193.2874,38.48447,117.7652,196.9812,11.75174,120.7926,198.713,-3.136995,123.0593,199.7739,-13.17523,3,0,1.16383
3:44:36 PM388,46.66938,199.2498,35.10141,-0.2715607,-0.8462482,-0.4583872,49.27328,181.3989,73.88226,25.37967,179.3951,73.31615,25.37967,179.3951,73.31615,10.43704,188.243,38.36515,0.6408018,194.0297,14.25803,-4.234608,196.8464,1.375399,36.36697,194.304,72.63371,30.24374,215.0547,19.33834,26.70703,218.5941,-13.87648,24.3379,219.018,-32.61991,22.90818,219.1165,-42.73324,45.80552,193.7279,70.82793,47.2013,211.6199,19.31751,46.54019,216.5549,-18.03696,44.58408,216.1003,-40.1787,43.4748,215.4181,-51.22164,54.78994,190.6778,69.33271,63.08504,204.4834,23.08258,65.25677,209.3034,-11.44722,65.34765,210.1574,-33.08863,65.45568,210.3672,-44.18332,61.92684,182.2634,67.89052,76.02786,194.4528,26.56451,79.98284,198.883,-0.4351976,81.28182,200.2956,-15.60609,82.01647,201.1227,-25.83232,3,0,1.16383
3:44:36 PM516,33.96936,197.2481,31.03102,-0.2739781,-0.8524851,-0.4452025,38.01314,179.6594,69.80824,14.1431,177.3297,69.99258,14.1431,177.3297,69.99258,-2.378007,186.1794,35.75991,-12.91125,191.756,11.91546,-18.17419,194.3786,-0.8618215,24.89909,192.3814,68.89024,16.85027,212.738,15.69896,12.27705,216.2562,-17.39135,9.222986,216.1164,-36.03971,7.444397,215.8248,-46.06958,34.2844,191.9224,66.79636,33.84451,209.5325,15.17187,31.95459,213.9316,-22.20759,29.15737,212.7774,-44.23333,27.56692,211.822,-55.16494,43.25927,188.9854,65.04028,49.93306,202.6332,18.48196,51.03247,207.3204,-16.11683,50.15422,207.5013,-37.75671,49.68095,207.3398,-48.81417,50.46271,180.6599,63.42323,63.11321,192.7987,21.61565,66.45813,197.2064,-5.470077,67.03069,198.1249,-20.72352,67.11138,198.5817,-30.96171,3,0,1.16383
3:44:36 PM595,25.96519,194.8292,28.44858,-0.2675517,-0.858034,-0.4383991,30.80268,177.444,67.22669,6.974271,174.7657,67.75036,6.974271,174.7657,67.75036,-10.42119,183.5314,33.93173,-21.31742,188.9164,10.20662,-26.81039,191.417,-2.502222,17.49168,189.9692,66.44667,8.410011,210.0103,13.30195,3.327403,213.4082,-19.72655,-0.06593501,212.7784,-38.30602,-1.999724,212.1906,-48.26992,26.85288,189.64,64.22436,25.4406,207.0521,12.55019,22.98674,211.1043,-24.83572,19.79704,209.4486,-46.77597,17.95914,208.2392,-57.62548,35.84479,186.8282,62.35408,41.67301,200.4013,15.6606,42.28051,204.9738,-18.96568,40.90865,204.6507,-40.57821,40.10332,204.1908,-51.58784,43.14673,178.6033,60.6661,55.03831,190.7725,18.64515,58.14112,195.1196,-8.479156,58.33025,195.6622,-23.76015,58.02869,195.8423,-33.97827,3,0,1.16383
3:44:36 PM717,13.0435,186.7869,18.8,-0.2630889,-0.8757235,-0.4048363,19.11069,170.7136,57.96917,-4.648303,167.6587,59.16011,-4.648303,167.6587,59.16011,-23.42334,175.4048,25.83393,-34.95588,179.8965,2.223937,-40.89774,181.9989,-10.35244,5.569796,182.9857,57.12714,-5.130504,201.1908,3.624211,-11.05745,203.5577,-29.3535,-14.96293,201.8856,-47.76707,-17.15736,200.6383,-57.59953,14.87926,182.7419,54.68718,11.92584,198.493,2.54721,8.47389,200.9458,-34.89896,4.644689,198.0092,-56.60157,2.444394,196.1621,-67.26311,23.87107,180.022,52.68517,28.34101,192.2132,5.463645,28.10269,195.5786,-29.30521,26.01941,194.0274,-50.80735,24.7311,192.8952,-61.69961,31.27181,171.8701,51.07493,41.93891,182.9058,8.41717,44.57035,186.4228,-18.87678,44.25293,186.1393,-34.16264,43.43297,185.6879,-44.33426,3,0,1.16383
3:44:36 PM797,8.983547,181.7595,13.09381,-0.2585722,-0.8852542,-0.3866076,15.03743,166.5497,52.60838,-8.71093,163.4201,53.81726,-8.71093,163.4201,53.81726,-27.72625,170.5449,20.48867,-39.2438,174.4896,-3.226122,-45.26542,176.3914,-15.79026,1.446859,178.7436,51.4784,-9.219474,195.7597,-2.421193,-15.1062,197.3667,-35.45185,-19.02045,195.0041,-53.78775,-21.20479,193.361,-63.54664,10.76228,178.4874,49.06256,7.850234,193.112,-3.406838,4.474833,194.6578,-40.90837,0.6424046,191.0219,-62.50425,-1.595359,188.7644,-73.07727,19.76954,175.7637,47.13668,24.2856,186.9655,-0.3249226,24.13418,189.4104,-35.17108,22.02921,187.1155,-56.60448,20.64928,185.601,-67.4277,27.20777,167.6108,45.71506,37.91636,177.7809,2.853013,40.77105,180.689,-24.49011,40.47569,179.9249,-39.75994,39.53602,179.1046,-49.9046,3,0,1.16383
3:44:36 PM889,6.607511,176.4551,6.909032,-0.2550277,-0.8954059,-0.3649782,12.59598,162.2581,46.80851,-11.14671,159.0914,48.03222,-11.14671,159.0914,48.03222,-30.3336,165.4114,14.63969,-41.82212,168.6965,-9.189456,-47.95178,170.3997,-21.71935,-1.025625,174.3807,45.33697,-11.59225,190.0097,-9.000535,-17.41951,190.7481,-42.07255,-21.33154,187.6532,-60.29961,-23.4999,185.5686,-69.96398,8.29705,174.0907,42.95313,5.48746,187.3872,-9.874018,2.227798,187.8956,-47.41418,-1.59427,183.484,-68.86688,-3.865203,180.7767,-79.3257,17.31716,171.3455,41.12014,21.93153,181.3671,-6.595201,21.903,182.7432,-41.50023,19.80825,179.6482,-62.8338,18.35287,177.7163,-73.57256,24.7821,163.181,39.92319,35.57927,172.3043,-3.151693,38.72591,174.4083,-30.53645,38.5,173.0788,-45.76867,37.44303,171.8649,-55.86917,3,0,1.16383
3:44:36 PM967,5.40286,171.8538,1.733711,-0.2517798,-0.9018948,-0.3509883,11.20556,158.3476,41.89957,-12.53837,155.1644,43.05442,-12.53837,155.1644,43.05442,-31.75178,160.9254,9.576145,-43.12799,163.7342,-14.36751,-49.29605,165.3168,-26.88959,-2.426487,170.4216,40.15147,-12.73449,185.1066,-14.49816,-18.44139,185.2174,-47.59921,-22.31335,181.5669,-65.73177,-24.43501,179.1472,-75.31373,6.908862,170.106,37.82109,4.353453,182.4968,-15.23864,1.292142,182.1604,-52.79744,-2.472696,177.104,-74.11758,-4.752365,174.0604,-84.46832,15.94249,167.3444,36.08172,20.78934,176.5597,-11.77291,20.99463,177.2386,-46.69786,18.98871,173.6065,-67.95515,17.5031,171.3588,-78.6302,23.42585,159.1727,35.06256,34.43267,167.5786,-8.105126,37.95413,169.0268,-35.48678,37.87762,167.269,-50.67702,36.75469,165.7729,-60.74072,3,0,1.16383
3:44:37 PM1045,4.543759,169.4855,-1.323792,-0.2503265,-0.9034294,-0.3480689,10.18043,156.1555,38.92453,-13.56806,152.9769,39.99518,-13.56806,152.9769,39.99518,-32.84126,158.6211,6.531371,-44.1364,161.2694,-17.46889,-50.34012,162.887,-29.9641,-3.444284,168.2215,37.0672,-13.52637,182.6666,-17.68841,-19.14306,182.6079,-50.80502,-22.98366,178.7412,-68.89941,-25.06814,176.1593,-78.44232,5.900616,167.8959,34.77681,3.564492,180.0539,-18.34682,0.654003,179.3508,-55.91253,-3.057822,174.0045,-77.17117,-5.340415,170.8125,-87.46563,14.94136,165.1268,33.08691,19.98592,174.1324,-14.78721,20.38256,174.6204,-49.7137,18.46668,170.8257,-70.95088,16.97268,168.4509,-81.60445,22.42887,156.9508,32.13452,33.61399,165.1677,-11.02374,37.48773,166.3491,-38.37061,37.55722,164.3975,-53.5372,36.38021,162.7564,-63.58516,3,0,1.16383
3:44:37 PM1130,2.955109,165.9081,-6.289076,-0.2527506,-0.9053609,-0.3412312,8.756,152.8276,34.0177,-14.99067,149.6799,35.21302,-14.99067,149.6799,35.21302,-34.62792,155.1367,1.930266,-46.05474,157.5674,-22.03065,-52.41231,159.2158,-34.44178,-4.864849,164.8954,32.14394,-15.17396,179.0036,-22.65719,-21.0023,178.669,-55.73557,-24.9826,174.5049,-73.7335,-27.11777,171.7195,-83.19849,4.469536,164.5458,29.81455,1.91124,176.3695,-23.37427,-1.139435,175.2541,-60.91887,-4.969098,169.5951,-82.0754,-7.360785,166.2036,-92.28247,13.5,161.7569,28.10245,18.34234,170.4539,-19.84952,18.65149,170.6013,-54.78,16.63738,166.5315,-75.95707,15.0183,163.9837,-86.5564,20.97516,153.5674,27.16894,31.97801,161.4995,-16.08935,36.06149,162.3405,-43.41829,36.16764,160.1275,-58.54873,34.83372,158.2722,-68.56017,3,0,1.16383
3:44:37 PM1199,1.879875,164.4359,-9.168258,-0.2493447,-0.9077216,-0.3374444,7.867442,151.5187,31.16386,-15.85976,148.2589,32.44226,-15.85976,148.2589,32.44226,-35.74951,153.503,-0.7245489,-47.26896,155.7441,-24.65958,-53.734,157.3782,-37.01624,-5.81806,163.5134,29.29166,-16.36291,177.3879,-25.5243,-22.3343,176.8346,-58.57421,-26.3832,172.4618,-76.50723,-28.53947,169.5484,-85.92008,3.510798,163.2017,26.9349,0.7327422,174.835,-26.28487,-2.399911,173.5106,-63.81592,-6.275616,167.6631,-84.91273,-8.717235,164.1392,-95.06696,12.54958,160.4513,25.20447,17.2033,169.0117,-22.79074,17.43668,168.9633,-57.72209,15.37529,164.7266,-78.86185,13.69798,162.0702,-89.42747,20.06194,152.2955,24.27533,30.8941,160.1367,-19.04255,35.04484,160.7999,-46.36625,35.16912,158.4491,-61.47574,33.77853,156.4783,-71.46466,3,0,1.16383
3:44:37 PM1271,-1.450625,162.044,-18.8586,-0.2368734,-0.9155625,-0.3250175,5.020443,149.7037,21.57936,-18.64147,146.0766,23.06207,-18.64147,146.0766,23.06207,-39.08973,150.6032,-9.869947,-50.79482,152.2568,-33.76268,-57.51071,153.7498,-46.00238,-8.87036,161.4529,19.66247,-20.01222,174.5051,-35.23728,-26.27613,173.3762,-68.21833,-30.43293,168.5298,-86.00433,-32.61774,165.2914,-95.29951,0.4460543,161.2639,17.24425,-2.882969,172.2198,-36.08757,-6.194276,170.1782,-73.5711,-10.12383,163.8016,-94.50401,-12.64308,159.9514,-104.5244,9.516284,158.6396,15.48294,13.70336,166.705,-32.64082,13.74349,166.1441,-67.56845,11.60482,161.5108,-88.61713,9.847595,158.5809,-99.1061,17.15351,150.5957,14.59695,27.5616,158.0972,-28.88474,31.77594,158.3257,-56.2058,31.95134,155.6822,-71.26634,30.50164,153.435,-81.20454,3,0,1.16383
3:44:37 PM1388,-3.581917,161.8434,-24.71222,-0.2351732,-0.9186119,-0.3175622,3.13222,149.8043,15.77688,-20.50891,146.1032,17.40129,-20.50891,146.1032,17.40129,-41.26213,150.312,-15.38177,-53.07677,151.6835,-39.23841,-59.95025,153.1361,-51.39468,-10.81002,161.4905,13.84818,-22.26852,174.1255,-41.08399,-28.71749,172.7035,-74.01801,-32.96419,167.6395,-91.72194,-35.19401,164.2468,-100.9516,-1.504982,161.3181,11.38532,-5.135539,171.8954,-42.00322,-8.610628,169.5056,-79.45132,-12.62043,162.9075,-100.3002,-15.19337,158.9077,-110.2544,7.565861,158.7141,9.597237,11.48726,166.4636,-38.60075,11.37105,165.6084,-73.52225,9.15027,160.7856,-94.51979,7.334981,157.7277,-104.9672,15.22753,150.6915,8.728663,25.39468,157.9313,-34.8543,29.5956,157.9048,-62.17836,29.76065,155.105,-77.21075,28.27047,152.7149,-87.11703,3,0,1.16383
