3:43:18 PM104414,78.44822,110.49,44.36135,-0.2280266,-0.8411804,-0.4903257,81.6078,91.77184,81.75824,58.30369,88.71567,80.95311,58.30369,88.71567,80.95311,36.16692,93.64789,50.12988,36.49413,89.92905,24.25941,43.23899,85.57068,13.02661,68.36951,103.8451,80.88823,61.71238,125.7492,29.34347,54.11554,129.3852,-2.497427,49.82012,131.29,-20.42131,47.46318,132.1481,-30.18672,77.65125,103.7852,79.16989,78.4818,123.1791,29.33109,84.82885,134.3266,-5.322357,85.95322,134.9952,-27.08304,85.10871,132.3268,-37.90783,86.60241,101.2717,77.66602,94.3509,116.8022,32.89103,108.4348,133.8784,6.751552,113.7558,137.822,-13.42627,114.4247,136.373,-24.18025,93.99535,93.41956,76.01274,107.477,107.4654,36.05021,126.2552,121.9895,22.96485,129.512,120.3947,8.415752,125.0766,113.8767,2.258596,0,3,-143.7878,167.4313,6.494475
3:43:18 PM104555,78.06802,109.3345,44.61526,-0.1989185,-0.8462978,-0.4941775,81.49928,90.61777,81.98889,58.30418,86.86691,80.99486,58.30418,86.86691,80.99486,36.32621,91.18128,49.966,36.98382,87.53308,24.09176,43.9127,83.42733,12.91838,67.91203,102.2913,81.04596,60.99834,124.1263,29.50566,53.85338,130.1814,-2.070602,49.70018,132.5989,-19.96617,47.29272,132.3911,-29.76639,77.20436,102.5142,79.39975,77.83689,122.0598,29.61735,83.86684,132.8807,-5.195889,85.33414,134.1224,-26.91096,84.87799,131.9856,-37.69365,86.23817,100.2741,77.95931,93.86216,116.1517,33.28477,107.3228,132.6452,6.451918,112.6943,136.6304,-13.70431,113.7232,135.8189,-24.15977,93.87575,92.65158,76.34407,107.2376,107.2038,36.52273,125.5872,121.9869,23.12313,128.8587,120.3321,8.584048,124.7495,113.8717,2.526368,0,3,-143.7878,167.4313,6.398069
3:43:18 PM104703,77.33006,107.5285,45.05339,-0.1299191,-0.8518504,-0.5074169,80.59879,88.68489,82.37782,57.72277,83.54836,80.54123,57.72277,83.54836,80.54123,36.66748,86.79253,48.75153,38.34836,83.46607,22.88016,45.86222,79.91398,11.90683,66.36793,99.52418,81.04938,59.92537,121.4096,29.46944,53.73531,130.7832,-1.491723,50.09646,134.2498,-19.32671,48.00224,133.5105,-29.34716,75.68086,100.3249,79.73209,76.84444,120.3642,30.15597,83.12237,131.4814,-4.519789,85.476,133.927,-26.05391,85.80229,132.5147,-36.87766,84.87849,98.6495,78.59222,93.06282,115.3999,34.33752,105.9655,130.8473,6.622488,112.007,135.4539,-13.209,113.851,135.9201,-23.16187,93.01646,91.51905,77.18683,106.8375,107.2456,37.97327,124.6556,122.4771,24.36037,128.3206,120.7484,9.924115,124.8995,114.4112,3.900434,0,3,-143.7878,167.4313,6.37084
3:43:18 PM104840,77.36676,107.6335,45.45608,-0.1160992,-0.8546495,-0.5060585,80.61678,88.92519,82.85011,57.81807,83.50415,80.875,57.81807,83.50415,80.875,36.95872,86.38322,48.92139,38.73627,83.03712,23.05902,46.33429,79.56279,12.10381,66.26353,99.58593,81.39912,59.89787,121.2612,29.72099,53.82343,130.9958,-1.151568,50.26166,134.5567,-18.98352,48.24104,133.8743,-29.03384,75.57455,100.4974,80.14162,76.8235,120.4249,30.52254,83.0611,131.4303,-4.196149,85.53789,134.0686,-25.69367,86.05756,132.8475,-36.5212,84.79939,98.93195,79.06718,93.07316,115.6702,34.82452,105.7033,130.1004,6.443656,111.9288,134.8195,-13.30431,114.0644,135.8351,-23.05869,93.03319,91.89824,77.73434,106.922,107.6944,38.57277,124.6205,122.6932,24.55159,128.3212,120.7768,10.14817,125.054,114.5023,4.180971,0,3,-143.7878,167.4313,6.319282
3:43:18 PM104994,77.51431,107.8291,45.72869,-0.09513277,-0.8570225,-0.5064211,80.77447,89.20949,83.1661,58.10228,83.35407,80.98524,58.10228,83.35407,80.98524,37.44422,85.79438,48.86478,39.15314,82.54888,22.98498,46.8835,79.21941,11.97687,66.2349,99.59408,81.5743,59.9352,121.1118,29.82229,53.9474,131.5002,-0.8534859,50.46017,135.3043,-18.64991,48.54976,134.7542,-28.74341,75.53809,100.6818,80.40195,76.86556,120.5984,30.78051,83.08353,131.6241,-3.935269,85.70766,134.5058,-25.384,86.44687,133.5171,-36.22492,84.80058,99.2917,79.41386,93.16237,116.1567,35.23594,105.5437,129.5866,6.260684,111.9869,134.4654,-13.37833,114.4308,136.0687,-23.0095,93.17873,92.41522,78.16262,107.1253,108.4484,39.11809,124.6643,123.1389,24.57954,128.4713,121.0354,10.23001,125.4316,114.8414,4.248014,0,3,-143.7878,167.4313,6.332454
3:43:18 PM105140,77.92731,109.0305,45.95981,-0.07511751,-0.8602351,-0.5043342,81.19597,90.59381,83.48689,58.65378,84.32036,81.12822,58.65378,84.32036,81.12822,37.96838,86.35229,48.99693,39.29899,83.2142,23.08168,47.23389,79.95269,11.9525,66.48492,100.7073,81.73331,60.25041,121.9403,29.85598,54.34241,132.5941,-0.7441599,50.93376,136.4676,-18.54084,49.11235,136.0163,-28.65275,75.77677,101.9602,80.63846,77.17825,121.7378,30.96351,83.43928,132.8388,-3.720484,86.21115,135.9127,-25.12391,87.11771,135.0698,-35.99861,85.07128,100.7354,79.73588,93.51321,117.6073,35.57583,105.8378,130.6163,6.385179,112.4391,135.5735,-13.18156,115.0441,137.4013,-22.81223,93.58348,94.00832,78.58096,107.5791,110.1666,39.6056,125.0049,124.5723,24.65188,128.9509,122.2926,10.36699,126.1211,116.1212,4.338941,0,3,-143.7878,167.4313,6.358571
3:43:18 PM105281,78.2289,110.2355,46.04702,-0.06725755,-0.8607678,-0.5045346,81.40701,91.82599,83.59523,58.91579,85.41703,81.11732,58.91579,85.41703,81.11732,38.20872,87.35664,48.99427,39.23908,84.32465,23.05273,47.18602,81.1096,11.80415,66.6452,101.8507,81.76062,60.56142,123.036,29.84585,54.7463,133.8241,-0.7249664,51.4027,137.7337,-18.52609,49.63493,137.3513,-28.64555,75.9351,103.1591,80.71525,77.48399,122.9351,31.04404,83.84109,134.1003,-3.601856,86.70911,137.2551,-24.98083,87.69898,136.4891,-35.8683,85.24149,101.9899,79.86272,93.8185,118.9035,35.74469,106.19,131.7478,6.500991,112.8906,136.7393,-13.02326,115.588,138.6546,-22.66328,93.79993,95.31375,78.75492,107.9069,111.5481,39.85139,125.3378,125.771,24.72952,129.3783,123.4361,10.48,126.6556,117.2814,4.386914,0,3,-143.7878,167.4313,6.378771
3:43:19 PM105419,78.96447,112.2349,45.78708,-0.05139548,-0.8572778,-0.5122824,82.08149,93.55151,83.20489,59.70057,86.86079,80.48483,59.70057,86.86079,80.48483,39.03313,88.82814,48.33796,39.76649,86.14786,22.34764,47.65398,83.16206,10.91496,67.20067,103.3913,81.33072,61.2595,124.9329,29.54628,55.52084,136.0844,-0.9083996,52.25214,140.1579,-18.68668,50.5746,139.9464,-28.81736,76.48029,104.8338,80.37428,78.17139,125.0504,30.88542,84.62202,136.6202,-3.610097,87.61417,140.0656,-24.92711,88.73097,139.5002,-35.82793,85.80842,103.7976,79.59003,94.51967,121.1999,35.68888,106.8928,134.1627,6.498188,113.6955,139.3991,-12.92633,116.5253,141.515,-22.55989,94.46554,97.24728,78.49808,108.6722,114.0007,39.85172,126.0423,128.2317,24.66773,130.2578,126.0134,10.4503,127.7419,119.9121,4.186942,0,3,-143.7878,167.4313,6.457047
3:43:19 PM105565,79.55595,114.2869,45.54343,-0.03576992,-0.8522334,-0.5219376,82.57082,95.23831,82.78508,60.30293,88.29431,79.78646,60.30293,88.29431,79.78646,39.60001,90.40363,47.67143,39.97549,88.14087,21.63382,47.77011,85.41122,9.975979,67.58313,104.9084,80.87958,61.83869,126.9354,29.27744,56.22149,138.7466,-0.9503568,53.05064,143.1234,-18.67417,51.45115,143.1046,-28.82519,76.85188,106.4788,80.02451,78.73481,127.2527,30.77397,85.33994,139.42,-3.485958,88.4865,143.2581,-24.71346,89.72055,142.9056,-35.6461,86.19924,105.5696,79.31537,95.08657,123.5578,35.68652,107.5472,136.9002,6.704824,114.4705,142.4417,-12.59201,117.3867,144.7162,-22.20051,94.94894,99.14185,78.23296,109.2915,116.4938,39.90218,126.6188,130.823,24.7617,131.0188,128.7814,10.57376,128.7147,122.7443,4.125725,0,3,-143.7878,167.4313,6.478364
3:43:19 PM105699,80.42762,117.6128,46.2366,-0.02887674,-0.8582845,-0.5123611,83.49048,99.00606,83.69705,61.27659,91.87779,80.73044,61.27659,91.87779,80.73044,40.41659,93.52129,48.68993,40.52929,91.02831,22.67089,48.18768,88.24516,10.89361,68.44192,108.5522,81.65122,62.66053,129.9567,29.79191,57.03984,141.6309,-0.4884088,53.88118,145.8874,-18.24367,52.28725,145.8085,-28.39756,77.70168,110.1756,80.79787,79.55084,130.4055,31.32008,86.12318,142.3716,-3.016917,89.28363,146.1034,-24.26131,90.55707,145.6855,-35.21523,87.05648,109.322,80.11857,95.91653,126.8772,36.30819,108.3459,139.9507,7.190843,115.2812,145.34,-12.14478,118.2152,147.5258,-21.78926,95.85177,102.9419,79.12706,110.1597,119.9576,40.63298,127.4187,134.0619,25.20589,131.8806,131.8792,11.05832,129.6859,125.7714,4.611491,0,3,-143.7878,167.4313,6.583879
