3:16:23 PM304,10.47591,114.8516,12.81091,-0.9676198,0.2256034,0.1132038,14.04101,90.85436,56.34362,11.12326,115.7121,68.77582,11.12326,115.7121,68.77582,9.403516,157.1987,50.234,-1.119768,177.7468,29.4544,-9.89503,184.4792,17.29256,26.22156,108.3116,55.22677,17.40161,142.987,-1.444201,9.026833,160.7926,-35.27634,-3.454187,171.0563,-50.23323,-13.2034,175.5538,-54.87484,24.83995,99.00796,49.11451,14.27523,124.2674,-8.243173,5.254973,138.6454,-48.73983,-8.665297,149.4597,-67.72276,-19.51882,155.735,-73.26157,21.09528,89.40755,44.74821,9.465354,104.0943,-9.15306,-1.507798,112.0269,-47.53728,-16.99077,120.4337,-65.60559,-28.08557,126.0646,-70.61906,11.85908,80.3373,44.02437,1.472966,86.38604,-7.41367,-9.727407,86.39589,-37.61537,-21.9064,90.91329,-49.81116,-31.22697,95.51074,-53.76004,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.3829804
3:16:23 PM1199,16.21352,106.3257,8.485529,-0.6963388,0.6911377,0.1934966,14.77527,86.39994,54.14261,26.60966,109.9767,63.36559,26.60966,109.9767,63.36559,42.54774,145.3971,39.71679,40.25889,167.186,17.69944,34.62448,176.955,5.761947,33.58212,95.17343,49.27475,33.57627,126.1863,-10.13889,29.56511,143.7847,-44.86629,21.56913,158.0184,-59.6411,14.77904,166.6299,-63.96725,26.79449,87.51888,44.67453,20.54877,111.2787,-13.94305,8.667611,125.4026,-53.78551,-3.349165,140.2251,-71.30595,-9.624108,150.3008,-76.70863,18.13643,80.90816,42.10715,6.359282,96.31541,-11.56053,-5.140506,106.8987,-49.1429,-16.92134,120.9786,-66.4584,-24.54423,130.7234,-71.25591,5.66217,77.74831,43.6911,-8.889317,85.23872,-6.533187,-23.21609,89.95435,-34.9954,-33.16726,99.22078,-46.50972,-39.87926,107.5897,-50.39827,0,2,-143.7878,167.4313,0,47.31147,-1.077077,0.2807893
3:16:23 PM1601,9.845863,99.69749,-15.23865,-0.3322263,0.9210872,0.203037,9.068733,84.67163,32.27234,30.46424,102.0841,36.74612,30.46424,102.0841,36.74612,51.99493,128.2402,6.411598,52.17583,148.2794,-17.31931,50.07315,158.0915,-29.42644,28.60492,84.93943,23.74981,29.8594,109.894,-38.4392,21.02042,142.9005,-57.52408,13.61682,161.2979,-47.95587,10.44941,166.2711,-35.96802,18.70188,80.36507,21.13616,11.66685,101.2077,-38.49313,-0.6670125,123.0207,-74.55056,-8.484307,144.3817,-86.94701,-12.2056,155.0282,-90.61774,7.865628,77.60851,20.6545,-6.495867,93.29129,-32.29927,-17.56181,113.164,-66.05286,-24.17116,134.0522,-78.57721,-27.76332,144.7966,-82.16756,-4.368434,79.77056,24.36314,-23.65935,89.50813,-23.83822,-39.36108,103.0654,-48.48059,-45.78185,117.2027,-57.22034,-48.75434,127.1109,-60.75694,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.1255956
3:16:23 PM1855,6.644781,97.66416,-15.91583,-0.2427929,0.9679091,0.06483544,6.846698,90.34679,33.3801,29.83177,106.2151,34.30842,29.83177,106.2151,34.30842,47.83156,126.5382,-2.172717,44.66475,142.6725,-28.52442,42.62743,150.6987,-41.4579,25.9091,87.49976,24.27587,26.32998,102.256,-41.09885,20.89966,127.3769,-70.61555,15.45158,148.6106,-68.54709,12.84939,157.5214,-57.74556,15.54061,83.49852,22.75582,7.483337,95.36572,-39.16194,-3.527502,115.8928,-76.38382,-9.293227,137.1714,-89.98734,-12.23339,147.7206,-94.24107,4.498774,81.70215,23.08122,-10.97213,90.2019,-31.18395,-20.20583,109.9627,-65.54866,-24.37426,131.2442,-78.45541,-26.77656,141.8305,-82.48006,-7.317879,85.52325,26.80503,-27.97459,89.36493,-21.66014,-43.0995,102.9475,-46.64695,-47.94688,117.2574,-56.09166,-49.6681,127.0282,-60.40662,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.1807513
3:16:23 PM2111,3.635699,93.73624,-11.99935,-0.231776,0.9679404,-0.09680542,3.434241,94.60564,37.82913,26.59837,110.1672,36.33253,26.59837,110.1672,36.33253,51.26767,125.9686,1.552703,54.64307,139.5037,-26.19914,52.57113,146.4357,-41.11521,22.51992,90.10181,29.47328,23.53525,93.92493,-37.4306,19.14384,108.458,-73.50403,14.67739,125.4323,-86.79893,11.96693,136.8026,-88.62325,12.11496,86.01524,28.54428,4.596605,87.64561,-34.54593,-6.118472,104.7758,-73.5307,-11.33408,125.145,-88.66248,-13.51388,135.6068,-93.67805,1.05085,84.4135,29.06848,-13.9694,84.05642,-25.98211,-22.42944,101.4709,-61.78502,-25.73454,122.2124,-75.77529,-27.0374,132.9928,-80.25164,-10.74364,88.91861,32.01719,-31.04145,84.97348,-16.5911,-45.35534,98.8373,-41.89917,-48.70051,113.4893,-51.46997,-49.16996,123.154,-56.02946,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.5260643
3:16:23 PM2362,2.399824,87.92262,-9.484907,-0.2055919,0.9622735,-0.1782183,1.97489,92.92513,40.09803,25.54993,107.7022,37.48392,25.54993,107.7022,37.48392,51.23694,119.7261,1.938189,55.24655,130.7693,-26.81471,53.66228,136.6871,-42.25755,20.97578,87.24992,32.27971,22.42299,85.48537,-34.70214,18.04091,97.3932,-71.7263,13.92719,113.1588,-86.53683,11.70983,124.1526,-90.00462,10.47102,83.37199,31.61795,3.310729,79.96078,-31.44275,-6.10375,96.63651,-70.95676,-10.19411,117.1192,-86.27998,-11.90155,127.8516,-91.19717,-0.63407,82.10709,32.19407,-15.38593,77.5773,-22.74378,-23.13298,93.43271,-59.42176,-25.62441,113.7154,-74.22932,-26.30175,124.6158,-78.9695,-12.31962,87.14592,34.67576,-32.47398,79.71282,-13.58273,-46.25982,92.9409,-39.51648,-48.78534,107.3751,-49.65288,-48.40903,117.255,-54.43471,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.595181
3:16:23 PM2641,1.914308,86.5461,-9.064631,-0.1905994,0.9613805,-0.1985429,1.488796,92.58416,40.40288,25.29073,106.9429,37.52662,25.29073,106.9429,37.52662,51.48183,117.2834,1.819532,54.7379,127.4822,-27.33762,53.94506,133.2459,-42.79955,20.41294,86.45889,32.73962,21.93707,83.28046,-34.18834,16.70381,94.92218,-71.18659,12.45656,110.4833,-86.17463,10.62013,121.2139,-90.43086,9.851245,82.72851,32.13887,2.73765,78.11658,-30.85069,-6.551836,94.48024,-70.52443,-10.32723,114.9183,-85.9875,-11.54253,126.261,-90.616,-1.272745,81.64515,32.72036,-16.0067,76.1995,-22.13909,-24.00488,92.09623,-58.74521,-26.23922,112.5453,-73.36372,-26.26305,123.9297,-77.79071,-12.88385,86.9119,35.07505,-33.07436,78.78504,-13.05632,-47.35906,92.59921,-38.40798,-49.62747,107.2392,-48.30737,-48.37917,117.5714,-52.88427,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.6315849
3:16:23 PM2919,1.828126,86.37193,-8.955159,-0.1883933,0.9611534,-0.2017225,1.373035,92.56612,40.49278,25.20777,106.8654,37.59203,25.20777,106.8654,37.59203,50.48509,117.9234,1.444096,52.54728,128.5374,-27.67375,51.77687,133.9207,-42.89527,20.29072,86.37682,32.8651,21.86543,82.98508,-34.05121,15.48099,95.1323,-70.70461,10.83383,110.9075,-85.34618,9.222553,121.4118,-89.87638,9.721671,82.66692,32.26695,2.652275,77.87231,-30.71395,-7.443131,94.73071,-69.98158,-11.41201,115.4093,-85.07185,-12.14923,126.9709,-89.53348,-1.405082,81.60891,32.84223,-16.10355,76.02225,-22.01256,-25.13439,92.4819,-58.12638,-27.58332,113.2625,-72.23421,-27.0912,124.8917,-76.37819,-13.00702,86.90756,35.17036,-33.17347,78.67237,-12.95267,-48.04928,92.60711,-37.89509,-50.45437,107.286,-47.70411,-48.88314,117.8752,-52.19473,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.6413946
3:16:23 PM3187,1.077394,86.41751,-8.734888,-0.1882991,0.9615739,-0.1997976,0.2806658,92.4465,40.72914,24.11549,106.7863,38.03677,24.11549,106.7863,38.03677,48.49573,119.2489,1.729965,50.54436,130.5573,-27.12622,49.9243,135.7751,-42.24374,19.25753,86.30721,33.20879,21.28795,83.14027,-33.70626,14.126,96.46104,-69.80405,9.217966,112.634,-83.91702,7.573369,122.9191,-88.52776,8.697663,82.58559,32.52702,2.059495,77.99146,-30.51572,-8.443806,95.14244,-69.54896,-12.64353,115.6633,-84.7914,-13.23769,127.5287,-89.13072,-2.431308,81.51122,33.02369,-16.75212,76.08806,-21.94728,-26.2401,93.47695,-57.50412,-28.72402,114.6804,-70.96154,-28.08731,126.4422,-74.76669,-14.05567,86.787,35.29106,-33.88624,78.68582,-12.99404,-48.90808,93.09951,-37.57413,-51.25435,107.9563,-47.12632,-49.57519,118.6371,-51.46021,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.6451423
3:16:23 PM3342,-0.7577666,87.1808,-8.044903,-0.21552,0.9567925,-0.1951903,-2.948613,92.66929,41.43995,20.45065,107.8206,39.46754,20.45065,107.8206,39.46754,45.92851,121.4583,4.356483,49.08635,133.1938,-24.22785,48.64537,138.8235,-39.47795,16.39903,87.24221,34.32776,20.14754,84.83511,-32.54474,13.30941,98.31483,-68.64632,8.172496,114.4104,-82.7663,6.255587,124.7176,-87.32333,5.98923,83.1788,33.35268,1.030937,79.01723,-29.87434,-9.38639,96.14544,-68.94061,-14.07914,116.3969,-84.39801,-14.9848,128.4396,-88.65396,-5.106261,81.72997,33.56688,-17.90756,76.40118,-21.78684,-27.22363,93.70516,-57.43046,-30.16335,114.8598,-70.87292,-29.84723,126.8485,-74.43701,-16.95207,86.5927,35.59944,-35.32999,78.33535,-13.23087,-50.30797,92.54728,-37.9548,-52.93894,107.4288,-47.3935,-51.50035,118.2427,-51.55186,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.7551113
3:16:24 PM3505,-4.641927,86.0116,-8.519506,-0.2414769,0.9643153,-0.1085583,-6.632862,87.03667,41.26663,16.3535,102.9136,40.53909,16.3535,102.9136,40.53909,41.63234,120.2607,6.954091,44.77544,134.6105,-20.41308,44.29805,141.7833,-35.14772,12.79895,82.77175,33.61268,16.14774,86.3957,-33.22615,8.322954,102.6716,-67.94872,2.570987,119.3915,-81.07072,0.174536,130.1923,-84.77226,2.491001,78.53815,32.32858,-2.793524,79.8632,-30.995,-14.43524,99.34333,-68.58575,-20.18531,119.8121,-83.38574,-21.682,132.53,-86.76521,-8.561671,76.78458,32.46414,-21.60206,76.04377,-23.08496,-31.97304,95.09965,-57.52333,-36.11842,116.1962,-70.73734,-36.48395,129.1034,-73.19496,-20.51474,81.13482,34.97418,-39.00928,76.75353,-14.31159,-54.99018,92.23744,-37.60216,-58.66825,107.4305,-46.15295,-57.67346,119.0098,-49.24163,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.9410662
