2:05:57 PM2148,-6.914304,154.9238,-28.82537,0.01003127,-0.9936095,-0.1124256,16.51762,154.0341,17.76226,-8.054679,142.2252,28.35093,-8.054679,142.2252,28.35093,-38.61937,134.5969,-7.320929,-54.89173,127.4828,-34.54691,-67.75636,125.1439,-45.73405,-4.251325,162.1521,18.39247,-37.21139,158.34,-43.40348,-48.22548,161.7689,-82.70525,-54.0538,158.8661,-104.8099,-57.23744,153.738,-116.2104,5.561981,164.4632,12.37834,-17.39064,161.3561,-49.97443,-24.19835,167.6382,-94.98461,-28.78342,165.3477,-121.6066,-31.27719,160.108,-134.5468,16.26007,164.0945,7.624273,4.314593,161.673,-50.83873,-1.121575,167.8846,-92.62815,-5.54621,165.594,-118.5646,-7.962763,159.9607,-131.3394,27.77485,157.3015,5.305211,24.29847,157.6197,-49.86666,27.32559,158.1353,-83.43743,27.28415,153.4944,-101.4977,27.07276,147.2365,-112.5742,D,0,1.802128
2:05:57 PM2286,-13.65096,161.2293,-36.45076,0.0151409,-0.9977871,-0.06474353,10.37121,162.7192,9.819863,-13.98769,151.2866,21.27891,-13.98769,151.2866,21.27891,-44.51011,141.6063,-13.92828,-60.25426,132.8151,-40.97437,-72.37399,129.6099,-52.7059,-10.44103,170.7343,10.32762,-44.15103,163.7604,-50.78407,-55.30299,166.6237,-90.09223,-61.22156,163.4281,-112.1324,-64.49715,158.013,-123.394,-0.7196446,172.812,4.083487,-24.43485,166.5753,-57.74722,-31.90118,171.9192,-102.7741,-36.85783,169.2061,-129.2896,-39.51239,163.6687,-142.0856,9.919907,172.279,-0.7849743,-2.744774,166.9796,-58.90556,-8.777805,173.3891,-100.583,-13.58438,171.2734,-126.4663,-16.28964,165.5413,-139.1866,21.44894,165.4511,-2.923739,17.27596,163.0967,-57.99791,19.5735,163.308,-91.62978,19.11222,158.2987,-109.5855,18.53186,151.2715,-120.3805,D,0,1.802128
2:05:57 PM2393,-17.53978,161.6436,-39.67857,-0.003191432,-0.9994492,-0.03303237,6.588409,164.1615,6.492256,-17.95456,153.5461,18.33817,-17.95456,153.5461,18.33817,-48.31174,142.9054,-16.73448,-63.57727,133.1519,-43.72497,-75.11072,129.5946,-55.90264,-14.07311,172.5681,6.770334,-48.01419,164.2763,-54.04813,-59.05733,166.6702,-93.41835,-65.01503,163.1532,-115.399,-68.35812,157.6236,-126.5702,-4.326614,174.2684,0.4515854,-28.26242,166.5074,-61.12104,-35.73395,172.3649,-106.0832,-40.87126,169.7192,-132.571,-43.64565,163.8959,-145.3293,6.292698,173.3865,-4.410363,-6.570683,166.4777,-62.31789,-12.62792,173.2288,-103.9379,-17.62016,171.2753,-129.7988,-20.50488,165.5151,-142.5014,17.69132,166.2843,-6.345099,13.37743,162.2598,-61.3116,15.51382,162.1312,-94.95451,14.81721,156.8134,-112.8136,13.90392,149.4279,-123.4249,D,0,1.802128
2:05:57 PM2494,-18.95464,160.456,-41.02448,-0.001876675,-0.9999031,-0.01379526,5.305822,163.8942,5.01749,-19.18714,153.4754,17.13824,-19.18714,153.4754,17.13824,-49.47271,141.9886,-17.72879,-64.49148,131.5441,-44.59888,-75.72659,127.5813,-56.92493,-15.36665,172.2767,5.195232,-49.47493,162.7704,-55.35139,-60.59052,164.9953,-94.71114,-66.58656,161.2118,-116.637,-69.89326,155.5066,-127.7498,-5.64121,173.8683,-1.183979,-29.74724,164.8919,-62.52457,-37.45697,170.8649,-107.4312,-42.76686,168.1743,-133.8805,-45.56065,162.2702,-146.6121,4.964974,172.9074,-6.059601,-8.0591,164.8686,-63.78507,-14.25067,171.6571,-105.3792,-19.36313,169.6226,-131.2103,-22.33064,163.8787,-143.8866,16.36787,165.7848,-7.891251,11.89782,160.6979,-62.75712,13.89101,160.6636,-96.40905,13.0713,155.2399,-114.2311,11.97392,147.6303,-124.7366,D,0,1.802128
2:05:57 PM2607,-20.08394,156.9392,-42.77232,-0.009372934,-0.9999009,0.01050128,3.879981,161.318,3.345044,-20.77539,151.3796,15.53974,-20.77539,151.3796,15.53974,-50.70576,139.0653,-19.35157,-65.33779,127.9078,-46.14838,-76.23618,123.6044,-58.66405,-16.72898,169.8555,3.170904,-50.48503,159.1304,-57.3695,-61.34164,161.1248,-96.8138,-67.23694,156.9828,-118.7022,-70.41995,151.0589,-129.754,-6.947448,171.2189,-3.175289,-30.69222,160.93,-64.45064,-38.21612,166.8952,-109.3899,-43.52774,163.9372,-135.8102,-46.26812,157.9101,-148.4912,3.684906,170.0609,-7.950023,-8.996611,160.7151,-65.55483,-14.93285,167.5959,-107.171,-20.03194,165.3141,-132.9841,-22.98714,159.4397,-145.6135,15.0459,162.8113,-9.526277,10.92041,156.4227,-64.28289,13.14447,156.2567,-97.91996,12.33182,150.575,-115.6617,11.09051,142.6895,-126.006,D,0,1.802128
2:05:57 PM2741,-18.58585,152.0425,-43.8512,-0.01529755,-0.9995505,0.02578461,5.218345,156.989,2.291478,-19.54376,147.3826,14.53588,-19.54376,147.3826,14.53588,-49.33994,134.6304,-20.31297,-63.80115,123.07,-47.03156,-74.43328,118.5047,-59.67886,-15.33916,165.6426,1.902056,-48.91476,154.1863,-58.60472,-59.6465,156.0621,-98.089,-65.50304,151.6105,-119.9269,-68.61256,145.5306,-130.9174,-5.524419,166.8515,-4.424141,-29.08347,155.7618,-65.63143,-36.47561,161.5621,-110.6141,-41.80143,158.2074,-136.9841,-44.54266,152.0773,-149.585,5.119995,165.5585,-9.13695,-7.385252,155.4036,-66.64326,-13.15705,162.4763,-108.2504,-18.27256,160.0724,-134.0492,-21.27077,154.1662,-146.6421,16.44437,158.2196,-10.55534,12.50091,151.0154,-65.22408,14.90939,151.4637,-98.84586,14.05767,145.838,-116.6036,12.5943,137.7413,-126.864,D,0,1.802128
2:05:57 PM2849,-16.09537,147.383,-44.26305,-0.03232856,-0.9990091,0.03058823,7.458059,152.1608,2.025853,-17.54943,143.0341,14.13777,-17.54943,143.0341,14.13777,-47.3002,130.6068,-20.8669,-61.73384,119.1448,-47.64277,-72.25739,114.635,-60.39856,-12.94735,161.1569,1.445075,-46.27749,149.9623,-59.24611,-56.7723,152.3696,-98.76522,-62.59833,147.9235,-120.6124,-65.65791,141.7798,-131.6048,-3.068602,162.1687,-4.815776,-26.37269,151.1685,-66.13673,-33.46331,157.6499,-111.0749,-38.80033,154.3891,-137.4545,-41.58241,148.2385,-150.0536,7.585952,160.6731,-9.444991,-4.676907,150.4403,-66.98969,-10.03929,158.2122,-108.5268,-15.11184,155.9742,-134.349,-18.18475,150.1057,-146.9569,18.79487,153.1376,-10.74526,15.12179,145.7254,-65.40502,17.85724,146.4287,-98.99741,17.00467,140.7804,-116.748,15.36239,132.6526,-126.972,D,0,1.802128
2:05:57 PM2950,-13.06299,144.7394,-44.07042,-0.03624424,-0.9987916,0.03319176,10.01786,149.5715,2.450325,-15.14868,140.5703,14.32437,-15.14868,140.5703,14.32437,-44.56612,128.1488,-20.96293,-58.75483,116.6622,-47.85892,-69.06707,112.09,-60.7615,-10.34777,158.6385,1.627574,-43.0759,147.3816,-59.37889,-53.24656,150.3432,-98.94508,-58.92759,145.9008,-120.8312,-61.82751,139.6558,-131.8397,-0.3999572,159.5964,-4.53157,-23.09531,148.4963,-66.06247,-29.71582,155.0773,-111.0579,-34.83309,151.7195,-137.4688,-37.53458,145.6065,-150.064,10.29739,158.049,-9.043588,-1.3945,147.6881,-66.68414,-6.276306,155.9942,-108.1771,-11.1574,153.8434,-134.0436,-14.18454,147.9836,-146.6721,21.4922,150.4697,-10.20319,18.36929,142.9074,-64.87659,21.56115,143.9586,-98.41959,20.84419,138.2867,-116.1686,19.16809,130.0896,-126.3581,D,0,1.802128
2:05:57 PM3046,-10.59081,143.9482,-43.33989,-0.03344997,-0.9989153,0.03239392,12.27212,148.8177,3.284447,-12.91951,139.7348,15.04254,-12.91951,139.7348,15.04254,-42.1447,127.254,-20.3833,-56.17973,115.7454,-47.35038,-66.40265,111.1369,-60.31103,-8.116315,157.8254,2.378428,-40.54414,146.5121,-58.77779,-50.56328,149.784,-98.3582,-56.14917,145.3815,-120.2769,-58.97261,139.0985,-131.2994,1.855473,158.8165,-3.736532,-20.53789,147.6899,-65.3732,-27.00749,154.5839,-110.3437,-32.04443,151.2762,-136.7763,-34.69694,145.1437,-149.3825,12.57695,157.3035,-8.202706,1.167716,146.9459,-65.90046,-3.556606,155.5004,-107.3612,-8.346626,153.414,-133.2499,-11.32744,147.5883,-145.897,23.79898,149.7579,-9.318184,20.93739,142.2221,-64.00954,24.28785,143.4444,-97.53127,23.60904,137.6975,-115.2577,21.95514,129.5004,-125.4128,D,0,1.802128
2:05:57 PM3160,-5.067655,143.7762,-41.00549,-0.02974911,-0.9992189,0.026012,17.29995,148.4526,5.878157,-7.973156,139.1984,17.32363,-7.973156,139.1984,17.32363,-37.05237,127.1313,-18.36472,-51.04213,115.948,-45.4917,-60.85111,111.1843,-58.69712,-3.114375,157.3846,4.818744,-34.87249,146.3151,-56.73225,-44.58168,150.6651,-96.28608,-49.99545,146.615,-118.3156,-52.65223,140.3107,-129.4205,6.915028,158.4525,-1.188109,-14.80508,147.6124,-63.11607,-20.83935,155.7171,-107.9449,-25.66383,152.8255,-134.4659,-28.26435,146.6911,-147.1399,17.6874,157.0093,-5.553783,6.907588,146.9578,-63.42645,2.638309,156.4411,-104.7342,-1.925215,154.6497,-130.6859,-4.845484,148.8752,-143.395,28.95053,149.5153,-6.60036,26.67589,142.3012,-61.36261,30.29314,144.032,-94.83418,29.50761,137.8805,-112.4198,27.82521,129.7082,-122.3392,D,0,1.802128
2:05:57 PM3258,0.2446526,143.8454,-39.58879,-0.03741255,-0.9991035,0.01981249,22.45607,148.068,7.412024,-2.932677,138.9368,18.69923,-2.932677,138.9368,18.69923,-32.17628,127.5443,-17.07642,-46.33045,116.7825,-44.28848,-56.05873,112.1214,-57.585,2.114372,157.161,6.324865,-29.47589,146.7055,-55.41958,-39.01072,151.6673,-94.94381,-44.38619,147.8924,-117.0315,-47.04384,141.6728,-128.1943,12.17592,158.189,0.3650119,-9.373442,147.8891,-61.71461,-15.09963,156.7065,-106.4493,-19.83134,154.1138,-133.0178,-22.4868,148.0347,-145.7377,22.95474,156.6905,-3.965997,12.33474,147.0717,-61.94163,8.363265,157.006,-103.173,3.902792,155.4243,-129.1562,0.9504386,149.7544,-141.9045,34.16503,149.1178,-5.012833,32.05869,142.2527,-59.82667,35.74485,144.1974,-93.27897,34.81068,137.8747,-110.7965,33.02785,129.7489,-120.5872,D,0,1.802128
2:05:57 PM3391,8.927695,144.3902,-37.21301,-0.03056976,-0.9993339,0.01992914,30.86539,148.7801,9.900911,5.48258,139.4757,21.0593,5.48258,139.4757,21.0593,-23.74763,128.0067,-14.70281,-37.86209,117.2091,-41.92136,-47.42824,112.4719,-55.31546,10.4669,157.7311,8.70558,-20.72958,147.0394,-53.19841,-30.00266,152.7722,-92.68056,-35.21015,149.2618,-114.852,-37.82158,143.0007,-126.045,20.5518,158.8275,2.797601,-0.6034967,148.3609,-59.3896,-5.932967,157.9319,-104.0183,-10.44765,155.4078,-130.6311,-13.13565,149.1955,-143.3369,31.36307,157.4028,-1.477054,21.11073,147.6944,-59.50392,17.45403,157.8582,-100.7085,13.18345,156.1506,-126.7156,10.24117,150.469,-139.4332,42.631,149.9078,-2.463458,40.85647,143.0133,-57.28533,44.18139,144.473,-90.80011,42.6506,136.8417,-107.7451,40.67442,128.5372,-116.6219,D,0,1.802128
2:05:57 PM3483,17.16663,144.7486,-35.51874,-0.05090474,-0.9983935,0.0248816,39.24473,148.9212,11.54931,13.69074,140.1909,22.78074,13.69074,140.1909,22.78074,-15.8769,129.1358,-12.83402,-30.2617,118.4732,-39.9641,-39.92397,113.8822,-53.34666,19.03148,158.2802,10.33192,-12.44932,147.9234,-51.48501,-21.52315,153.9376,-90.97161,-26.76199,150.4578,-113.1404,-29.55887,144.217,-124.2869,29.12967,159.1418,4.40775,7.692213,148.8041,-57.70433,2.75577,158.6531,-102.3177,-1.729248,156.1289,-128.9356,-4.668018,149.8888,-141.5819,39.90461,157.4761,0.1285065,29.38819,147.6945,-57.83878,26.11345,158.0006,-99.04013,21.85929,156.1974,-125.0435,18.68525,150.4837,-137.6915,51.01629,149.7483,-0.8331351,49.03704,142.6228,-55.61845,51.89078,143.3963,-89.19946,49.70028,134.9745,-105.6915,47.33726,126.4584,-113.8878,D,0,1.802128
2:05:58 PM3611,31.45572,146.3912,-30.82644,0.004203943,-0.99999,0.001503456,51.67017,150.6668,17.06248,26.28114,140.2787,27.20411,26.28114,140.2787,27.20411,-2.444752,129.5206,-9.182148,-15.8342,119.2592,-36.96849,-24.56975,114.2928,-50.84637,31.01755,158.9228,15.34315,2.262406,148.3023,-47.74398,-5.585272,155.0989,-87.36615,-9.727448,151.6111,-109.7646,-11.83611,145.5483,-121.0399,41.24529,160.4791,9.794932,22.52094,150.4386,-53.23625,18.76286,161.244,-97.74295,15.42542,158.9331,-124.5481,13.19405,152.9298,-137.3499,52.23436,159.5113,5.859244,44.23724,150.5308,-52.63756,42.11267,161.5831,-93.7207,38.94204,159.4816,-119.856,36.4194,154.0343,-132.4922,63.78689,152.4329,5.119075,64.05317,146.4996,-49.84316,67.76163,148.1091,-83.3108,66.34505,139.5801,-99.83241,64.47283,130.7477,-107.8367,D,0,1.802128
2:05:58 PM3701,38.64975,146.3925,-28.71357,0.04750064,-0.998855,0.005695333,57.5973,151.6923,19.58919,32.4645,140.2436,29.21413,32.4645,140.2436,29.21413,4.19491,129.3329,-7.482701,-8.600534,119.074,-35.54846,-16.82205,113.6715,-49.56902,36.64932,159.0384,17.38354,9.781813,146.9812,-46.27491,2.624432,153.0732,-86.14165,-0.7228305,148.5094,-108.4795,-2.256944,142.4384,-119.5122,46.92005,161.0199,12.05461,30.0451,149.9777,-51.33033,26.85042,160.7221,-95.89575,24.22158,158.1864,-122.7594,22.52841,151.9981,-135.568,58.02498,160.5177,8.364851,51.71848,151.0145,-50.25594,50.07534,161.8183,-91.42716,47.57268,159.2233,-117.5906,45.5707,153.6181,-130.1575,69.88693,153.9452,7.907225,71.62392,147.8563,-47.01117,75.98087,149.5916,-80.39427,75.28236,140.9623,-96.90975,73.92376,131.9275,-104.8668,D,0,1.802128
2:05:58 PM3794,48.56054,146.8555,-25.85415,0.0542424,-0.9984854,-0.009205045,66.35713,151.4972,22.95148,41.0895,139.7307,31.80957,41.0895,139.7307,31.80957,12.38546,131.6233,-5.274393,0.117727,122.8842,-34.08039,-8.095551,117.9236,-48.28523,45.41516,158.7412,20.38112,20.10003,147.5397,-44.06504,13.77894,154.1323,-83.99345,11.07125,148.8984,-106.271,10.00337,142.7181,-117.0451,55.79163,160.8755,15.32293,40.4529,150.7496,-48.60307,38.33341,163.0679,-92.82405,36.38466,161.1655,-119.7978,35.01567,155.0043,-132.7362,66.98154,160.5055,11.88274,62.08824,151.9103,-47.01258,61.39322,163.5194,-87.99106,59.53074,161.2284,-114.2362,57.83751,155.7083,-126.8863,78.8959,154.0188,11.59368,81.93524,148.8299,-43.36049,87.30412,152.5717,-76.43012,87.33383,145.2314,-93.57166,85.85038,135.5532,-101.8213,D,0,1.802128
2:05:58 PM3907,54.85739,146.6542,-23.65858,0.06525613,-0.9978517,-0.005795248,71.53568,151.5869,25.51212,46.21027,139.5635,33.84475,46.21027,139.5635,33.84475,18.06562,131.6979,-3.716972,6.538735,123.0491,-32.8543,-1.470372,118.2022,-47.23232,50.5773,158.5972,22.47071,26.79441,146.9921,-42.48569,21.12494,153.6963,-82.49328,18.92288,148.097,-104.7376,18.27662,141.5692,-115.3619,61.03769,160.8343,17.63466,47.20525,150.4145,-46.5871,45.96908,163.4896,-90.62389,44.62986,161.6347,-117.638,43.61978,155.2483,-130.5715,72.30322,160.5793,14.43951,68.78697,151.8139,-44.52898,68.91051,163.5238,-85.48449,67.60064,160.6953,-111.7106,66.24635,154.908,-124.2,84.2907,154.2222,14.42414,88.58199,148.9572,-40.4392,95.10902,154.5614,-73.03394,96.13808,148.7928,-90.7364,94.88936,139.1212,-99.69766,D,0,1.802128
2:05:58 PM4019,62.21499,146.0581,-19.13234,0.07736025,-0.9970027,-0.001016663,77.46613,151.3219,30.46554,52.06597,139.0157,38.13096,52.06597,139.0157,38.13096,24.66216,131.3766,-0.02067002,14.02682,122.8145,-29.52042,6.45795,118.0268,-44.18018,56.51731,158.0706,26.82527,34.6816,146.0072,-38.72864,29.73251,153.0666,-78.77071,28.09401,147.1437,-100.9799,27.98494,140.1199,-111.4117,67.0799,160.421,22.27348,55.15557,149.665,-42.27465,54.9978,164.0588,-85.91544,54.40121,162.3781,-112.9675,53.84251,155.5955,-125.8812,78.43175,160.2937,19.39162,76.65373,151.3304,-39.62514,78.01865,164.6655,-80.05784,77.52782,162.0478,-106.3339,76.51376,155.2783,-118.7723,90.49049,154.0818,19.72644,96.36088,148.7238,-34.98144,103.9447,155.4717,-67.12762,105.7285,150.3471,-84.96774,104.9176,140.845,-94.3229,D,0,1.802128
2:05:58 PM4119,68.28342,144.7466,-15.95139,0.06731226,-0.9975904,0.01680796,82.84238,150.6954,33.7769,57.20751,138.7703,41.2613,57.20751,138.7703,41.2613,29.73285,131.9058,3.013513,19.45669,123.4862,-26.65406,11.9702,118.7317,-41.38899,62.01952,157.5873,29.70762,41.04747,144.636,-35.95878,36.48187,151.6436,-76.05548,34.99172,145.2227,-98.1363,35.0802,137.6028,-108.278,72.67224,159.7568,25.27767,61.60807,148.0321,-39.25496,62.2098,162.9389,-82.71935,61.9455,161.1512,-109.7699,61.54147,154.0237,-122.5646,84.06413,159.4693,22.57057,83.07985,149.5306,-36.3084,85.30956,163.6398,-76.43881,85.19639,161.0042,-102.7174,84.29087,153.526,-115.0212,96.05326,153.1457,23.19166,102.688,146.809,-31.32393,110.9793,153.7679,-63.24968,113.0564,148.615,-81.04986,112.3142,139.026,-90.41625,D,0,1.802128
