2:05:56 PM120,-16.92197,119.7848,74.03972,-0.07264857,-0.8877853,-0.454488,-3.289422,99.6804,120.194,-30.56157,89.30272,122.1696,-30.56157,89.30272,122.1696,-58.60259,98.59725,84.85765,-73.40525,103.573,56.34839,-82.34716,106.1492,42.32304,-22.80928,110.4722,120.5959,-43.24878,132.8136,57.32882,-47.16003,137.6984,16.84997,-49.37217,138.1856,-6.082118,-50.51359,137.178,-18.57954,-11.82104,112.9713,117.3059,-22.32013,134.486,55.2476,-19.98073,146.8483,11.05001,-20.79239,143.6818,-15.86303,-22.29056,137.0225,-26.83716,-0.4984639,112.4173,114.3599,-0.9549724,131.4531,57.75683,0.5841638,141.415,16.36984,-0.2356818,141.4728,-10.02803,-2.307427,138.5982,-23.55423,10.46845,104.9545,111.5059,17.91301,124.0399,60.15955,30.56702,132.648,30.12287,32.36108,128.3178,12.07451,29.9778,120.7922,3.584814,D,0,1.802128
2:05:56 PM787,-3.168382,119.5052,38.46941,-0.05229098,-0.9673738,-0.2478984,10.28561,110.3379,88.01942,-16.82517,100.1293,92.03947,-16.82517,100.1293,92.03947,-42.18478,100.0779,51.76839,-55.22298,98.23001,22.04894,-67.19257,99.08456,9.814345,-9.419665,120.5757,85.88924,-29.5246,128.0207,19.106,-33.04608,132.5757,-21.44703,-35.03746,131.0785,-44.35564,-36.26189,126.9652,-56.50038,1.560517,122.4985,82.20819,-8.605562,129.5948,16.85808,-5.971723,137.3296,-28.36317,-5.445196,136.2386,-55.44692,-5.789979,131.6475,-68.80435,12.92341,121.5262,79.53886,12.7788,127.6007,20.12877,16.71918,134.8898,-21.65441,17.65379,133.6631,-48.02001,17.16118,129.0034,-61.34825,24.04812,113.8298,78.48113,31.7428,121.2635,24.24413,42.86032,123.353,-7.512151,47.01464,120.342,-25.43946,48.24563,114.7078,-36.80754,D,0,1.802128
2:05:56 PM1112,-0.1878343,118.713,37.76068,-0.05116409,-0.9697349,-0.2387392,13.0614,110.0275,87.45247,-14.06479,99.85453,91.45864,-14.06479,99.85453,91.45864,-38.99503,99.25723,50.92472,-51.87386,97.08278,21.15792,-63.93984,97.98372,8.969814,-6.635907,120.2414,85.14159,-26.46435,127.037,18.20662,-29.83541,131.8964,-22.32385,-31.74595,130.3313,-45.2348,-32.86589,126.2346,-57.3848,4.359258,122.13,81.48768,-5.536329,128.5922,16.03035,-2.67687,136.7165,-29.10883,-2.039778,135.6989,-56.19306,-2.290932,131.2358,-69.60137,15.73323,121.1336,78.87504,15.83448,126.6329,19.40884,19.99378,133.8963,-22.35758,21.03265,132.5111,-48.71143,20.63519,127.8871,-62.02341,26.86301,113.4289,77.938,34.78189,120.3385,23.66396,46.08381,122.7045,-8.007704,50.32064,119.7501,-25.9251,51.67237,114.214,-37.39394,D,0,1.802128
2:05:56 PM1253,0.5375813,117.9506,37.644,-0.05108451,-0.9698162,-0.2384258,13.83554,109.2829,87.32587,-13.28377,99.10258,91.35997,-13.28377,99.10258,91.35997,-38.19342,98.45232,50.81421,-51.11302,96.26598,21.06596,-63.22402,97.19588,8.919632,-5.867067,119.4901,85.03045,-25.75962,126.2611,18.11201,-29.20711,131.405,-22.37689,-31.16131,129.9002,-45.28821,-32.26181,125.8616,-57.45229,5.124122,121.3811,81.36583,-4.834105,127.8222,15.91593,-2.029618,136.3476,-29.15266,-1.434661,135.4982,-56.24364,-1.674113,131.1474,-69.6906,16.49598,120.3874,78.74293,16.54043,125.8704,19.27516,20.67086,133.2705,-22.47014,21.67729,131.9055,-48.8263,21.28392,127.3369,-62.14439,27.62727,112.6859,77.79768,35.49372,119.583,23.51445,46.77643,121.9862,-8.161279,50.99574,119.0324,-26.08293,52.34394,113.5326,-37.56863,D,0,1.802128
2:05:56 PM1387,1.59885,117.1143,37.63014,-0.05073483,-0.9700097,-0.2377124,15.17008,108.4915,87.2459,-11.91105,98.26859,91.42612,-11.91105,98.26859,91.42612,-36.94689,97.52292,50.9598,-50.01951,95.30341,21.28093,-62.24109,96.24927,9.23526,-4.560972,118.6653,85.04866,-24.81352,125.3725,18.23185,-28.50405,130.7169,-22.20963,-30.58994,129.2437,-45.11138,-31.73086,125.2476,-57.2784,6.407825,120.5726,81.32587,-3.902347,126.9668,15.92588,-1.357268,135.6312,-29.1316,-0.920902,134.7903,-56.22587,-1.21434,130.4932,-69.67926,17.76746,119.5964,78.6441,17.49261,125.0517,19.17441,21.39854,132.5219,-22.58,22.26124,131.1507,-48.94093,21.81492,126.614,-62.25737,28.9063,111.9126,77.64431,36.47806,118.7974,23.31761,47.58715,121.2561,-8.415167,51.70161,118.2983,-26.36051,53.00792,112.8302,-37.86414,D,0,1.802128
2:05:56 PM1507,3.954911,117.3307,36.95957,-0.05377706,-0.9724219,-0.2269442,17.82383,109.2189,86.57919,-9.246799,99.08663,91.0387,-9.246799,99.08663,91.0387,-34.35316,97.89242,50.62687,-47.56351,95.37331,21.03303,-59.93665,96.27376,9.101701,-1.904361,119.4013,84.39633,-22.5656,125.424,17.63947,-26.51436,130.6542,-22.79256,-28.75628,128.9979,-45.66705,-29.96933,124.8939,-57.79423,9.043861,121.2503,80.58459,-1.666803,126.9587,15.1855,0.608226,135.4594,-29.91757,0.8551306,134.4201,-57.00734,0.4737749,130.0272,-70.43417,20.38484,120.2264,77.84235,19.74505,125.0429,18.32033,23.3938,132.1897,-23.51389,24.0691,130.5548,-49.86525,23.54956,125.9216,-63.13404,31.5049,112.5138,76.85548,38.74615,118.8019,22.4115,49.63713,121.0346,-9.41345,53.59919,117.8963,-27.36243,54.84339,112.3477,-38.83887,D,0,1.802128
2:05:57 PM1626,7.538698,119.6021,32.67971,-0.05967819,-0.9780804,-0.1994924,22.17266,112.8042,82.27697,-4.847938,102.873,87.43727,-4.847938,102.873,87.43727,-30.28757,100.581,47.28202,-43.72433,97.24,17.87206,-56.33307,97.90295,6.093181,2.436636,122.9788,80.12896,-19.26525,127.2414,13.56698,-23.82177,132.0267,-26.85622,-26.4265,129.9852,-49.66103,-27.84355,125.5546,-61.679,13.32746,124.6926,76.09605,1.595638,128.65,10.74281,3.196027,136.4043,-34.52348,3.016345,134.8803,-61.59084,2.408402,130.2157,-74.92993,24.62111,123.5627,73.20421,23.04986,126.7601,13.59055,26.04681,133.0734,-28.42912,26.28127,130.8521,-54.74516,25.5654,125.9178,-67.89467,35.70576,115.7949,72.25253,42.09849,120.5794,17.55003,52.40785,122.1552,-14.5071,56.01059,118.5893,-32.45195,57.09905,112.7809,-43.82597,D,0,1.802128
2:05:57 PM1729,9.982498,125.3602,17.15795,-0.06047298,-0.9876397,-0.1446056,27.4282,121.2903,66.14098,0.842518,111.4413,73.32207,0.842518,111.4413,73.32207,-26.47672,106.8619,34.62374,-41.20154,101.8528,6.080037,-54.24847,101.6895,-5.254473,7.497819,131.1891,64.57856,-17.9234,131.7818,-0.7899991,-24.66881,135.0332,-41.0594,-28.47079,132.0771,-63.59423,-30.54378,127.1241,-75.30798,18.12844,132.7704,59.85613,2.731785,133.1969,-4.851712,1.760025,138.9491,-50.43344,0.1094033,136.2455,-77.35857,-1.200044,131.0446,-90.4311,29.25455,131.5749,56.39689,24.32996,131.6208,-3.119716,24.87481,136.1234,-45.47442,23.62614,132.7062,-71.63329,22.26413,127.172,-84.48121,40.34956,123.8515,55.22962,43.63324,125.8003,0.07945407,51.88387,126.0873,-32.60496,54.36789,121.7277,-50.56427,54.954,115.4482,-61.71532,D,0,1.802128
2:05:57 PM1937,5.2252,137.0686,-6.943694,0.0006091231,-0.9932176,-0.1162684,26.26036,135.6438,40.76109,1.00868,124.1747,50.04449,1.00868,124.1747,50.04449,-28.22653,116.836,13.21627,-43.91273,110.0188,-14.42653,-57.13391,108.3123,-25.39804,5.611683,144.078,40.38055,-24.24237,141.0052,-23.0145,-33.74175,143.3614,-62.78769,-38.75858,139.8743,-85.00668,-41.35742,134.6143,-96.47147,15.74989,146.2603,34.8791,-4.071821,143.7406,-28.56454,-8.582245,149.0146,-73.99104,-11.88792,146.0454,-100.7353,-13.75084,140.5986,-113.6621,26.6674,145.7449,30.66858,17.65169,143.7268,-28.33247,14.79536,147.576,-70.65878,11.88314,143.6166,-96.60805,10.07163,137.7723,-109.2487,38.1801,138.7843,28.90206,37.49723,139.3628,-26.37289,42.81513,139.7251,-59.65975,44.0187,135.2403,-77.71938,44.35233,128.8906,-88.81372,D,0,1.802128
2:05:57 PM2056,1.475133,142.1331,-15.44409,0.01338227,-0.9894188,-0.144469,23.267,139.6809,31.87774,-1.666455,127.5741,41.21145,-1.666455,127.5741,41.21145,-31.2665,120.9466,4.540137,-47.14355,114.7255,-23.13427,-60.33619,113.0408,-34.12719,2.493332,147.8094,32.04915,-28.29298,146.0758,-30.94954,-38.32063,149.7408,-70.49333,-43.56893,146.9738,-92.76014,-46.30112,142.0461,-104.3469,12.51179,150.299,26.45952,-8.25335,149.2713,-36.72352,-13.53859,155.9311,-81.88367,-17.2111,153.8119,-108.6609,-19.20388,148.8024,-121.7337,23.369,150.0677,22.07165,13.469,149.5792,-36.82005,9.786059,155.0102,-78.90842,6.462932,152.0806,-104.9449,4.555454,146.6097,-117.7636,34.95382,143.3345,19.93418,33.4045,145.4621,-35.28534,38.0108,146.9061,-68.64883,38.87937,142.9361,-86.84766,39.13244,136.9649,-98.12726,D,0,1.802128
