11:16:55 AM600,31.94141,137.3143,104.6045,-0.3429985,-0.8791164,-0.3309174,45.66148,118.5526,153.0477,16.20374,115.8299,158.7595,16.20374,115.8299,158.7595,-17.81614,122.5823,124.1077,-35.47849,123.0909,95.66128,-40.70567,120.8245,78.54143,29.14551,134.5184,153.7321,7.260427,155.5479,88.1579,3.499172,173.3278,50.07571,-4.027853,162.0349,30.59826,-7.38519,150.4445,28.44578,40.29068,133.6929,149.1101,28.18212,151.3564,84.01864,30.78575,167.9934,39.77401,21.93061,156.365,15.97455,14.76483,142.854,11.77192,51.02193,129.7936,145.2075,48.8616,142.87,85.12908,54.21571,161.3434,45.68579,47.21067,155.8073,19.98451,40.07866,145.6306,11.55349,59.63447,119.1665,142.329,65.92797,130.7121,86.91665,76.9968,141.9147,55.96409,74.14043,138.1422,37.346,66.06139,132.2623,28.49214,62.98189,1,10,112.8243,40.96893,6.364174
11:16:55 AM949,32.97711,150.5325,83.13415,-0.2174009,-0.9325388,-0.2882849,44.4998,136.7253,133.8465,15.08602,131.0686,137.4793,15.08602,131.0686,137.4793,-16.08483,130.2101,99.55653,-33.4624,127.278,71.02558,-40.95541,124.6703,54.64621,26.34131,150.7487,132.0417,7.926576,164.7281,63.47476,4.384527,180.746,24.53319,-0.5163167,171.2048,3.317607,-3.274053,158.8189,-1.878177,37.87785,150.8811,128.3589,29.48256,162.6595,61.27987,34.6927,179.4401,17.24846,31.27254,171.7347,-9.419542,26.59093,159.6541,-18.54603,49.27329,147.9637,125.595,50.81514,156.6536,64.62044,58.2646,172.3931,24.27285,55.29338,165.6952,-1.96988,50.34692,155.3171,-11.7184,59.20346,138.1964,124.2014,68.90083,146.639,68.63791,83.24131,154.1937,37.86829,83.41171,147.6629,19.77442,78.09736,139.769,10.57557,64.32265,1,10,112.8243,40.96893,1.798042
11:16:55 AM1150,28.48923,151.1087,71.90284,-0.1521924,-0.9794786,-0.132133,39.84069,146.6093,124.3837,10.73362,139.6997,128.6234,10.73362,139.6997,128.6234,-17.07347,130.7407,89.07839,-31.50109,122.0096,60.03736,-41.96979,117.2615,45.86349,20.8471,158.9403,120.1022,2.962479,160.2162,49.89351,-0.6035656,168.5291,8.555987,-4.257134,156.6022,-11.72089,-6.626497,144.4805,-16.91734,32.44127,159.2223,116.555,24.6769,159.2323,48.27743,28.32919,165.0607,1.30358,24.70452,149.5076,-21.70571,21.60321,137.9557,-28.20872,44.06846,156.6405,114.4192,46.30401,155.2647,52.77808,52.37182,161.6238,9.657836,49.10143,147.7342,-13.59841,45.78574,136.6921,-20.82208,54.63651,147.4369,114.7572,64.92633,147.2443,58.57986,76.75662,148.8317,25.86235,75.85756,138.3647,9.714689,72.73394,128.4909,3.136959,67.75555,1,10,112.8243,40.96893,-2.463006
11:16:55 AM1370,30.48598,146.592,72.67836,-0.1355663,-0.9800523,-0.1453247,39.80083,141.8023,125.6106,10.58791,134.5251,128.6376,10.58791,134.5251,128.6376,-11.96049,127.8418,85.38222,-21.04593,119.9466,53.98039,-30.56186,115.5979,38.68516,20.82612,153.9708,120.658,5.719047,155.5987,49.70246,0.6569914,145.8992,8.763956,-2.561177,124.1198,-0.3819693,-3.525822,113.7673,0.7596879,32.56499,154.4105,117.5746,27.52117,154.8688,48.94666,24.82256,141.6241,3.366952,17.77728,116.0503,-5.744699,15.01649,105.1384,-3.816521,44.31344,151.972,115.8835,49.02608,151.1024,54.28564,47.78957,140.8565,11.44208,39.75977,117.1727,0.4344144,36.47441,106.4758,1.006657,54.97946,142.8718,116.5764,67.51915,143.2342,60.77639,70.44908,138.3692,26.36591,63.5567,123.3409,16.42563,59.64034,113.7216,16.2802,66.01681,1,10,112.8243,40.96893,-3.356557
11:16:55 AM1550,33.55507,143.7513,68.98766,-0.2060508,-0.9746447,-0.08723991,46.50185,140.704,121.3858,17.14871,135.4697,126.8585,17.14871,135.4697,126.8585,-5.163546,126.6409,83.76031,-13.59623,116.5878,52.7276,-22.31257,112.3924,37.18836,27.96055,153.8727,117.2087,7.696884,153.341,47.39142,-5.266543,135.9212,10.90974,-10.21255,112.686,8.430083,-10.24774,102.7357,12.41215,39.46321,153.412,113.2676,29.33626,151.1606,45.10879,19.3203,128.5002,4.428372,9.864447,102.0833,2.888636,6.586092,91.89962,8.262397,50.90203,150.1374,110.8561,50.94731,146.2363,49.07922,43.52855,124.5935,11.31779,32.66836,99.4838,10.34995,28.00798,90.18536,15.77726,61.02897,140.3852,111.2276,69.38823,137.4621,54.61586,64.53375,122.8132,23.26702,54.4444,106.5273,20.71074,49.06742,98.54356,24.80107,57.42493,1,10,112.8243,40.96893,10.22177
11:16:55 AM1769,34.12076,141.7565,63.78236,-0.1907771,-0.9797001,-0.06157828,46.9866,140.3115,116.3995,17.63262,134.7598,121.9482,17.63262,134.7598,121.9482,-3.484923,124.0529,78.54244,-12.31793,113.505,47.70012,-20.34581,108.7774,32.07722,28.21364,153.1054,111.8121,8.121932,150.3835,41.81883,-5.761093,127.2385,8.918412,-10.00392,103.677,8.790925,-9.940535,93.77464,13.82323,39.76072,152.716,107.9052,29.84977,148.4729,39.64607,17.557,117.5344,5.425511,8.781241,91.12077,9.743816,6.000323,81.68749,16.57483,51.28262,149.5478,105.6065,51.57282,143.9809,43.81248,42.51448,115.0329,11.58698,31.84998,90.08405,15.67539,27.60938,81.40907,22.80829,61.58124,139.9442,106.2672,70.17336,135.6246,49.64362,63.88078,115.6168,21.59506,53.62498,99.18841,22.086,47.76603,91.71804,27.73125,51.80814,1,10,112.8243,40.96893,18.41488
11:16:55 AM1943,34.83945,140.1302,60.47113,-0.1635303,-0.9840482,-0.07004901,47.86435,138.572,113.1242,18.64673,132.1457,118.6821,18.64673,132.1457,118.6821,-2.41532,121.4017,75.17963,-11.94545,111.3906,44.31404,-18.87614,106.2665,28.38274,28.70624,150.8953,108.6788,8.529486,148.2364,38.60114,-4.945942,121.0607,8.670513,-7.695813,97.36961,11.10814,-7.197639,87.88046,16.67451,40.268,150.8629,104.7427,30.32824,146.9499,36.37,18.0749,112.6581,5.391333,10.2997,86.36478,12.00726,7.841171,77.18786,19.60025,51.88533,148.0338,102.3921,52.20697,143.0227,40.46341,42.03,111.5966,10.91942,32.11637,86.68668,16.93773,28.50086,77.93497,24.73453,62.46365,138.7025,102.9491,71.07118,135.1254,46.19452,64.24885,112.6932,20.11144,54.1983,96.20552,21.98482,48.35362,88.86605,28.09402,49.02768,1,10,112.8243,40.96893,23.01208
11:16:55 AM2074,35.76161,139.7423,59.86434,-0.1513487,-0.985036,-0.0824474,49.13818,137.6386,112.4625,20.0124,130.7557,118.1105,20.0124,130.7557,118.1105,-1.572495,120.4863,74.69715,-11.80961,111.0456,43.84361,-17.86205,105.7387,27.66005,29.77919,149.7845,108.2944,9.19263,147.8114,38.24235,-4.040804,119.0641,9.644938,-5.988243,95.41032,13.18772,-5.16171,86.07127,19.16628,41.32701,149.9543,104.2862,31.01242,146.835,35.86283,18.51956,110.7889,6.973047,11.36267,84.7094,15.07812,9.213855,75.70806,23.10554,52.97593,147.3046,101.8265,52.98462,143.1314,39.77667,41.84153,110.11,12.33395,32.41534,85.40282,19.8914,29.17823,76.78139,27.94264,63.68596,138.095,102.1943,72.00063,135.3938,45.2934,64.61587,111.4154,20.73987,54.57293,95.04829,23.62535,48.70462,87.87916,29.99125,47.33927,1,10,112.8243,40.96893,26.05771
11:16:55 AM2266,37.95038,139.0558,58.48415,-0.1344264,-0.9844059,-0.1134666,51.63887,135.4961,111.0021,22.62601,127.9099,116.5597,22.62601,127.9099,116.5597,-0.1959651,118.6951,73.46427,-11.65137,110.2607,42.69563,-15.69994,104.7962,25.91493,32.0219,147.4414,107.3062,11.1005,147.3549,37.21898,-0.9983565,116.0674,10.7776,-1.746905,92.57483,15.77712,-0.6212595,83.54878,22.13317,43.56128,147.9451,103.2498,32.95266,146.8414,34.7111,20.3125,108.5598,8.80413,14.11428,82.85203,18.80295,12.42963,74.05354,27.39053,55.25906,145.5793,100.6518,55.03631,143.399,38.41346,43.17115,108.8013,13.20615,34.46607,84.29266,22.26604,31.5522,75.7092,30.81402,66.1461,136.5411,100.6765,74.23895,135.8156,43.60285,66.10754,109.758,21.45106,55.9505,93.76543,25.83269,49.9794,86.91136,32.59885,45.40506,1,10,112.8243,40.96893,28.77529
11:16:55 AM2406,38.25854,138.6848,57.50894,-0.1327717,-0.9834324,-0.1234201,51.70889,134.6395,110.1057,22.65091,126.9627,115.4553,22.65091,126.9627,115.4553,-0.2377784,117.9103,72.30766,-12.0301,109.7514,41.55723,-15.2702,104.2591,24.60958,32.07842,146.6092,106.4242,11.47782,147.1638,36.1732,-0.1912839,115.1948,10.29552,-0.7386509,91.75678,15.67052,0.455702,82.76311,22.26233,43.64751,147.1642,102.4252,33.36281,146.6971,33.76448,20.68314,107.6973,8.885793,14.64381,82.18312,19.53125,13.03622,73.49417,28.37968,55.3713,144.8335,99.85939,55.45265,143.2404,37.54483,43.50098,108.1015,13.06438,34.83812,83.72889,22.59718,31.87878,75.23055,31.33389,66.27835,135.7988,99.85146,74.65627,135.6218,42.76034,66.5107,109.2564,20.92818,56.24207,93.35246,25.4503,50.11567,86.53356,32.36861,44.81303,1,10,112.8243,40.96893,30.04466
