11:54:24 AM212,27.16285,114.5233,41.01943,-0.1689976,-0.8795615,-0.44476,52.76066,93.84707,81.43594,27.19661,82.66552,90.12861,27.19661,82.66552,90.12861,-12.99707,93.11549,66.95958,-37.19329,99.07929,46.12513,-53.99895,101.8693,42.79134,33.80094,104.0601,87.1925,-2.863798,127.1428,32.09911,-19.17947,135.4606,-4.504707,-28.3329,135.425,-25.63391,-33.53037,133.3819,-36.72784,43.48893,106.9388,81.23726,16.74482,129.4529,24.70674,4.764219,135.9619,-19.14202,-3.338779,133.9095,-44.91106,-8.11325,130.1125,-57.09253,53.6558,106.7707,75.44152,38.07186,126.9782,21.49685,31.66747,137.0596,-19.35862,25.65556,136.53,-45.0505,22.23554,133.0283,-57.86674,63.65486,99.69112,69.63292,57.05848,120.0605,18.70946,62.49252,123.9209,-14.31056,62.77397,121.531,-32.78785,61.99423,116.8188,-44.48686,1,2.1,0.6462767,-210.6687,101.0217,-51.46416,56.75939
11:54:24 AM879,16.50381,121.7651,28.55193,-0.1255503,-0.9369132,-0.3262373,44.27166,107.8624,70.40777,19.65213,96.41445,81.22131,19.65213,96.41445,81.22131,-19.71865,100.3731,54.84313,-44.65286,102.1464,34.10092,-61.43667,105.235,30.64338,24.86652,117.6119,75.43807,-14.4411,131.4086,19.07359,-29.57493,140.3825,-17.88129,-38.12716,144.4599,-38.86852,-43.32328,143.936,-50.32717,34.21609,120.2689,68.87036,4.808237,133.8921,10.84093,-6.716278,143.0676,-32.65174,-13.80851,147.0014,-58.50015,-17.95815,145.972,-71.71776,44.23325,119.9563,62.82531,26.16399,132.2639,7.298275,17.70902,140.6018,-33.57731,11.93769,143.8613,-59.12263,8.437216,142.7157,-72.41537,54.50451,112.7876,57.63359,45.46561,126.1542,4.801268,48.94124,127.563,-28.67541,50.02958,126.6762,-47.25578,50.04122,123.713,-59.54396,1,2.1,0.6462767,-210.6687,101.0217,-45.76804,56.75939
11:54:25 AM1545,9.120357,144.9015,25.3368,-0.1576379,-0.9356384,-0.3158022,38.14295,130.6176,66.2013,13.71032,119.7555,77.99837,13.71032,119.7555,77.99837,-25.73405,123.7872,51.74147,-49.40882,124.9238,29.53084,-65.74747,127.6561,24.22509,19.15269,140.8066,71.89943,-21.94753,155.159,16.97061,-36.54,171.6697,-17.52117,-44.93156,179.7063,-37.40143,-49.94463,181.7906,-48.7914,28.30265,143.2291,64.96989,-2.973448,157.1871,8.006673,-14.25225,174.955,-32.80644,-21.44673,183.599,-57.45263,-25.62056,185.3634,-70.61292,38.07615,142.671,58.55495,18.1943,155.083,3.674335,9.721157,170.5866,-35.05118,3.51241,177.5267,-59.74496,-0.3090584,178.275,-73.09214,47.98986,135.2574,53.02334,37.25392,148.5479,0.4902531,40.08627,156.186,-32.19598,40.5293,158.2667,-50.70747,40.17744,156.8184,-63.44724,1,2.1,0.6462767,-210.6687,101.0217,-41.0478,56.75939
11:54:25 AM1776,8.921227,147.7493,25.03167,-0.1593448,-0.9347491,-0.3175743,37.99611,133.34,65.81491,13.57024,122.4825,77.6302,13.57024,122.4825,77.6302,-25.8382,126.6801,51.34538,-49.2129,127.8098,28.81882,-65.41705,130.4411,23.13244,19.02835,143.5402,71.56792,-22.14818,158.0637,16.74133,-36.58825,175.3325,-17.44196,-44.91224,183.7522,-37.19165,-49.88122,186.1877,-48.52795,28.16942,145.9664,64.62798,-3.186994,160.0878,7.749245,-14.35688,179.0621,-32.54751,-21.544,188.3059,-56.97726,-25.68179,190.4464,-70.10177,37.93119,145.4102,58.19505,17.97065,157.9669,3.375938,9.561408,174.6176,-34.88446,3.315017,182.1434,-59.39653,-0.4984083,183.2022,-72.73382,47.82615,137.9964,52.63021,37.01662,151.4151,0.144825,39.73899,159.9593,-32.32573,40.0686,162.4586,-50.78774,39.68436,161.3403,-63.55699,1,2.1,0.6462767,-210.6687,101.0217,-40.95918,56.75939
11:54:25 AM2138,7.848564,150.2002,25.05318,-0.1620357,-0.9347187,-0.3162996,37.1136,135.7772,65.6953,12.73556,124.9537,77.63988,12.73556,124.9537,77.63988,-26.69211,129.1377,51.38173,-49.65706,130.0604,28.42834,-65.62373,132.5483,22.12909,18.18712,146.002,71.53957,-23.25062,160.5465,16.9157,-37.63527,178.6562,-16.85331,-45.97999,187.3192,-36.4887,-50.93329,190.0221,-47.78156,27.2956,148.4143,64.55208,-4.333044,162.5443,7.826406,-15.58742,182.3581,-32.0405,-22.95996,191.722,-56.36905,-27.1389,194.0593,-69.45248,37.02391,147.8437,58.06992,16.79964,160.3968,3.346723,8.309083,177.9028,-34.51182,1.860796,185.6268,-58.90967,-2.031602,186.8957,-72.203,46.88191,140.4157,52.45855,35.82138,153.8213,0.02213331,38.31382,163.2807,-32.21231,38.3754,166.0446,-50.63942,37.84191,165.2034,-63.42035,1,2.1,0.6462767,-210.6687,101.0217,-40.28746,56.75939
11:54:25 AM2467,4.768726,151.5312,25.37981,-0.1629455,-0.9371342,-0.3085907,34.56905,137.4474,65.75103,10.37142,126.6235,78.05661,10.37142,126.6235,78.05661,-29.31903,130.3632,52.1294,-52.21882,130.8413,29.09748,-68.10983,133.1828,22.57724,15.68304,147.6504,71.76205,-26.45889,161.7326,17.5574,-41.2431,179.9127,-16.0006,-49.84965,188.4269,-35.58797,-54.92228,191.0885,-46.84477,24.6986,150.0473,64.64987,-7.659195,163.732,8.227076,-19.38452,183.7746,-31.38898,-27.14637,192.9448,-55.67015,-31.5101,195.2035,-68.71749,34.34935,149.4665,58.05369,13.42422,161.6213,3.504369,4.458933,179.287,-34.17009,-2.394797,186.8325,-58.51322,-6.474764,188.0472,-71.75275,44.16169,142.0341,52.36855,32.42465,155.0834,-0.01066138,34.48445,164.7573,-32.21198,34.19983,167.436,-50.64956,33.42613,166.5932,-63.41296,1,2.1,0.6462767,-210.6687,101.0217,-38.90672,56.75939
11:54:25 AM2851,-10.03735,148.5261,24.56488,-0.1623426,-0.9381722,-0.3057413,21.61671,134.7152,63.59727,-1.890859,123.4968,76.85062,-1.890859,123.4968,76.85062,-42.55968,126.3118,52.36266,-66.31067,126.2611,30.20444,-82.22619,128.3221,23.79633,2.854678,144.6223,70.43481,-41.70558,158.308,18.09478,-58.13093,176.6463,-14.60292,-67.71192,184.9836,-33.81032,-73.25286,187.5991,-44.85479,11.53103,147.1762,62.96439,-23.34139,160.6137,7.999155,-36.94434,181.0529,-30.80568,-45.95227,190.0205,-54.7296,-50.91232,192.2004,-67.57647,20.90574,146.7597,55.96972,-2.445289,158.8246,2.393631,-13.17668,176.7802,-34.67729,-21.2438,184.1558,-58.69848,-25.92888,185.3579,-71.72014,30.57714,139.4914,49.84785,16.48304,152.5742,-1.938436,17.04676,162.6695,-34.07129,15.82353,165.329,-52.47323,14.43133,164.5526,-65.17101,1,2.1,0.6462767,-210.6687,101.0217,-29.88239,56.75939
11:54:25 AM3060,-15.16306,147.8695,24.87086,-0.1565212,-0.9401522,-0.3026797,17.1063,134.4295,63.52706,-6.121532,122.9891,77.08051,-6.121532,122.9891,77.08051,-47.07441,125.1886,53.0064,-71.08139,124.768,31.12979,-87.03426,126.6366,24.78465,-1.670343,144.1538,70.58337,-47.0062,157.321,18.77913,-64.01259,175.5403,-13.68723,-73.92579,183.7156,-32.79542,-79.62105,186.2438,-43.78327,6.88728,146.7865,63.00417,-28.79164,159.8007,8.456255,-43.0628,180.2283,-30.11401,-52.50198,189.0035,-53.94282,-57.65309,191.0768,-66.73376,16.17925,146.4567,55.8954,-7.948728,158.2172,2.596615,-19.29542,176.1359,-34.30857,-27.77025,183.3338,-58.24313,-32.64609,184.4505,-71.19827,25.84834,139.2795,49.66336,10.9877,152.1541,-1.960539,11.02981,162.3376,-34.07047,9.477306,164.9081,-52.46022,7.889522,164.0972,-65.1228,1,2.1,0.6462767,-210.6687,101.0217,-25.4486,56.75939
11:54:26 AM3285,-27.68631,144.7864,25.53031,-0.1635685,-0.9390661,-0.3023248,5.60829,131.2221,63.26263,-17.24143,119.701,77.3787,-17.24143,119.701,77.3787,-58.77147,121.8356,54.30844,-83.29042,121.3954,33.0076,-99.34502,123.1833,26.92826,-12.98436,140.897,70.85381,-59.68872,154.2285,20.32294,-77.58616,172.8958,-11.40145,-88.08809,180.9555,-30.2424,-94.03795,183.4347,-41.10929,-4.632975,143.5702,63.06168,-41.75629,156.7704,9.531849,-57.0416,177.8129,-28.31243,-67.26476,186.4675,-51.86025,-72.79088,188.4418,-64.51411,4.467832,143.2797,55.70811,-21.07431,155.2335,3.115967,-33.31601,173.8364,-33.15926,-42.54404,181.0285,-56.81541,-47.84004,182.012,-69.64146,13.97547,136.1386,49.19258,-2.259315,149.2097,-1.965995,-3.075719,159.9341,-33.88893,-5.268368,162.5193,-52.21133,-7.333153,161.6545,-64.80868,1,2.1,0.6462767,-210.6687,101.0217,-18.17309,56.75939
11:54:26 AM3871,-42.23234,142.0761,22.50817,-0.1649201,-0.9378185,-0.3054469,-7.811949,128.4617,59.19788,-30.1787,116.6545,73.84125,-30.1787,116.6545,73.84125,-72.49407,118.7584,52.24217,-98.17018,118.561,32.34751,-114.246,120.0565,26.72758,-26.25911,137.934,67.37679,-74.43469,151.3167,18.2605,-93.34699,171.3717,-11.99423,-104.6034,179.4737,-30.37572,-110.8545,181.6361,-41.22217,-18.14546,140.7329,59.38034,-56.82555,154.0812,7.001873,-73.25758,176.854,-29.33,-84.43408,185.9126,-52.28525,-90.47919,187.6725,-64.79552,-9.248802,140.5706,51.77724,-36.31742,152.7528,0.007438717,-49.40022,173.0774,-35.02927,-59.50505,180.5805,-58.22609,-65.3892,181.2612,-70.89593,0.128027,133.5545,44.94415,-17.60575,146.913,-5.639299,-19.05561,158.9272,-37.07668,-21.87264,161.7142,-55.28377,-24.66915,160.6551,-67.79863,1,2.1,0.6462767,-210.6687,101.0217,-8.316114,56.75939
