2:56:09 PM512,21.1636,96.05162,34.46165,-0.1688022,-0.9020384,-0.3972814,34.45056,76.70346,83.56448,5.138486,68.85007,86.80573,5.138486,68.85007,86.80573,-19.23474,75.51691,44.0549,-38.96641,81.53196,17.1285,-52.33403,86.8814,7.532729,15.2787,89.90581,83.65368,-5.27921,111.1984,16.71484,-8.777556,113.2384,-25.83372,-10.86713,113.2987,-49.78844,-12.29274,111.7567,-62.75393,26.85716,91.17052,79.85928,16.56765,110.668,14.04534,17.33982,109.6788,-33.89008,17.41414,107.9145,-62.12467,17.02058,105.736,-76.35936,38.48416,89.2578,76.61411,38.50914,105.5022,16.45163,40.69283,108.0587,-27.87023,39.38346,103.217,-54.96913,37.55289,98.47669,-68.25286,49.04893,80.22519,73.91756,57.4143,96.0437,19.07696,67.28062,93.38723,-14.58326,69.40047,87.60277,-33.04018,68.90726,81.97837,-44.84797,0,2,-143.7878,167.4313,0,47.31147,-1.077077,0.9379713
2:56:09 PM1512,17.91712,98.44164,34.59636,-0.09249102,-0.9347869,-0.342956,31.91666,83.1881,84.9285,3.254244,73.27837,88.34058,3.254244,73.27837,88.34058,-21.55678,75.16223,45.36386,-42.86021,78.30193,19.1559,-57.52129,82.29208,10.933,11.78183,94.8334,84.00889,-9.346648,110.3779,15.68052,-12.17302,113.6526,-26.84087,-13.80351,114.4959,-50.81645,-14.81228,112.7297,-63.8044,23.28384,96.7677,80.26454,12.51364,111.396,13.27561,14.47417,109.8843,-34.61228,15.30591,107.6248,-62.79939,15.35475,104.6502,-76.94361,35.07171,95.57701,77.26369,34.75007,108.1149,16.22188,37.17107,108.6246,-28.15841,37.89882,106.5337,-55.62849,37.53654,102.9136,-69.35384,46.34312,87.2513,75.23594,54.28837,100.3381,19.61845,64.80567,95.70678,-13.62835,68.66513,90.13386,-31.86727,69.53738,84.55678,-43.63238,0,2,-143.7878,167.4313,0,47.31147,-1.077077,0.3917082
2:56:09 PM2145,13.50866,101.057,35.38811,-0.05512707,-0.9449994,-0.3223928,27.60107,87.45929,86.16692,-0.709328,76.58102,89.56748,-0.709328,76.58102,89.56748,-25.35675,76.23624,46.45693,-46.97209,77.89869,20.3693,-62.06584,81.35485,12.52035,7.062848,98.33272,84.81773,-14.00132,111.556,15.98277,-16.50309,114.6247,-26.57431,-17.91527,115.3551,-50.56745,-18.74443,113.6668,-63.56479,18.51979,100.6044,81.12508,7.827948,113.3234,13.73506,10.27425,111.8573,-34.13189,11.47082,109.7436,-62.31719,11.84607,106.7809,-76.45518,30.36999,99.78116,78.24899,30.14196,110.9291,16.93767,32.90681,111.2839,-27.42404,34.14177,109.7838,-54.9146,34.29272,106.695,-68.8148,41.9563,91.8323,76.50346,49.92016,103.954,20.67035,60.84725,99.07883,-12.40899,65.66129,94.27827,-30.64059,67.52081,89.12825,-42.51503,0,2,-143.7878,167.4313,0,47.31147,-1.077077,0.1419207
2:56:09 PM2495,10.29522,104.1244,35.937,-0.02965458,-0.9623452,-0.2702077,25.12083,93.72306,87.25948,-2.835982,82.23474,91.48019,-2.835982,82.23474,91.48019,-27.72129,78.22066,48.69302,-49.46241,77.37505,22.67072,-65.11234,80.16694,15.08637,4.264956,103.9105,85.49352,-17.63997,112.7542,16.22035,-20.49845,113.4363,-26.41935,-22.082,112.7995,-50.40446,-22.95558,110.5171,-63.29615,15.62547,106.307,81.58797,4.112677,115.0249,13.69868,6.328596,112.5921,-34.14012,7.448937,110.0227,-62.29068,7.845876,106.5981,-76.33015,27.47502,105.6703,78.66232,26.50821,113.4525,16.84073,29.06743,112.5491,-27.52553,30.30005,110.5451,-54.98406,30.54388,107.191,-68.87061,39.27668,97.97536,77.25408,46.50652,107.2639,20.78154,57.33015,101.1929,-12.13355,62.35767,96.0518,-30.21407,64.63132,90.68978,-41.95852,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.009267846
2:56:09 PM3005,4.642922,105.2015,41.95912,-0.08439691,-0.9747581,-0.2066972,19.03199,97.35963,93.85751,-9.510283,87.75813,98.81022,-9.510283,87.75813,98.81022,-37.00708,81.27054,57.96941,-53.25928,75.67416,28.72736,-64.71579,74.85245,15.64705,-1.226304,108.564,91.42127,-22.83001,114.0785,21.70989,-27.03026,114.1241,-20.82406,-29.4862,110.7644,-44.50695,-30.45288,106.6794,-56.98814,10.23765,110.0591,87.37156,-0.9927707,114.9557,19.05317,-0.1418492,117.2919,-28.83417,-1.776106,108.7064,-55.7401,-3.004584,99.89099,-67.16937,22.02322,108.5688,84.49821,21.28979,112.338,22.29965,23.28852,116.4159,-21.91694,21.78703,109.7032,-48.60385,20.34929,101.5861,-60.6632,33.37068,100.1484,83.60066,40.923,105.3078,26.6442,51.62249,103.9508,-6.838494,53.94749,96.80129,-24.78537,53.8669,87.82304,-34.89952,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.4402307
2:56:09 PM3251,4.145309,105.3177,42.39119,-0.09758145,-0.9758089,-0.1956399,18.69986,97.85934,94.29996,-9.93416,88.66982,99.49852,-9.93416,88.66982,99.49852,-36.79523,82.47421,58.19197,-52.61323,77.03236,28.68386,-65.16463,76.28127,16.33619,-1.429479,109.2891,91.84226,-23.31777,114.3177,22.18292,-27.59934,115.9949,-20.30986,-30.19763,112.4513,-43.95071,-31.51733,107.5069,-56.2721,10.03142,110.5968,87.71968,-1.485117,114.8928,19.40852,-0.6799663,117.0437,-28.48829,-2.334558,108.9444,-55.54332,-3.879364,100.2875,-67.15464,21.78272,108.9281,84.80432,20.77937,112.032,22.57278,22.75435,116.035,-21.65172,21.26632,109.7607,-48.44585,19.52327,101.832,-60.62074,33.01972,100.3572,83.94234,40.3454,104.8043,26.89627,50.81907,103.5582,-6.66205,53.10323,96.6879,-24.72288,52.80404,87.84074,-34.98615,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.4858587
2:56:09 PM3442,4.091951,105.3312,42.39164,-0.1104621,-0.9750204,-0.1927,18.6856,97.82999,94.28325,-10.04909,89.01889,99.58054,-10.04909,89.01889,99.58054,-36.61612,84.18765,57.90337,-52.1875,79.5966,28.12073,-65.53023,79.18184,16.4565,-1.303427,109.5076,91.84571,-23.30717,114.6241,22.22915,-27.50214,117.5332,-20.20574,-30.14626,114.1989,-43.87196,-31.71031,108.9792,-56.16258,10.16238,110.6585,87.69016,-1.476269,114.9144,19.39719,-0.7360849,117.6308,-28.47193,-2.203751,111.2965,-56.00433,-3.82343,103.3648,-68.17367,21.88395,108.8329,84.74928,20.75828,111.7798,22.5122,22.75225,116.0932,-21.68225,21.42219,110.8244,-48.70034,19.55834,103.4139,-61.16449,33.00903,100.1177,83.88209,40.24221,104.3161,26.80539,50.52708,103.1234,-6.813215,52.79945,96.55389,-24.98707,52.41477,87.99795,-35.44238,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.4965655
2:56:10 PM3619,4.989187,106.3447,41.13445,-0.3514743,-0.9221021,-0.1618444,20.043,96.26006,92.4537,-9.64989,94.71844,99.33376,-9.64989,94.71844,99.33376,-38.27309,97.14425,58.82496,-55.58575,96.77114,29.65848,-69.42547,99.76517,18.95977,3.347258,112.382,90.66335,-20.3883,121.6963,22.05814,-25.48454,126.4615,-20.1094,-29.82212,124.4493,-43.67494,-33.22158,119.707,-55.85429,14.52032,110.6741,85.9407,0.6938047,116.6701,18.18838,-0.5321057,119.2248,-29.67967,-4.480737,114.4646,-57.28509,-8.214042,107.8027,-69.72455,25.28939,106.0331,82.49617,21.65472,108.3052,20.32678,22.43504,111.8043,-23.97761,18.91776,107.5041,-50.97101,14.91585,101.1544,-63.47453,33.9328,94.87939,81.32961,38.97061,96.41975,23.88448,46.81404,92.54067,-10.1867,46.68302,85.70391,-28.40352,43.88387,77.67087,-38.83864,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.4929998
2:56:10 PM3805,8.058071,106.6655,38.11402,-0.6914732,-0.7138682,-0.110711,21.2391,92.04913,88.85459,-6.220444,102.2729,97.38847,-6.220444,102.2729,97.38847,-33.11432,116.9403,58.30239,-50.06975,123.5373,29.67471,-62.1231,131.8636,19.69555,12.03712,113.3832,87.42221,-10.52175,130.4926,19.93019,-15.31417,137.2746,-21.99615,-20.88337,137.7351,-45.38355,-26.26407,135.0449,-57.40462,21.34585,107.4068,82.16026,6.662254,117.6078,15.09439,3.449895,120.14,-32.68268,-3.552257,117.3412,-59.94891,-10.03204,112.8605,-72.18192,29.22531,98.90019,78.29655,22.81971,101.7586,16.3756,21.868,104.2322,-27.99451,15.41015,101.5809,-54.65484,8.811457,97.41149,-66.86119,32.76614,85.24841,77.04546,34.34916,84.10263,19.39239,37.61562,77.34718,-14.97483,33.77151,71.12847,-33.00708,27.76439,64.8916,-43.18241,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.3451478
2:56:10 PM3989,11.27262,105.0492,37.14621,-0.8777023,-0.4744346,-0.0674578,21.34224,88.25882,87.92678,-1.434797,106.4707,96.92189,-1.434797,106.4707,96.92189,-21.82856,129.7785,58.10207,-35.53384,141.0274,29.18534,-44.33442,152.4009,18.96233,18.9311,111.3376,86.07537,0.04592857,132.9633,18.75163,-3.230423,140.3373,-23.22062,-8.702373,142.2503,-46.55722,-14.76716,141.3122,-58.48989,25.80916,102.7186,80.74028,12.36886,115.3942,13.83596,7.753045,116.2976,-33.88465,-1.257652,114.2321,-60.62136,-8.633119,112.4845,-72.61697,30.61695,92.14939,76.92532,23.05161,95.44331,15.15703,19.16402,96.11716,-29.11671,10.0217,94.34866,-55.05504,3.126486,92.77718,-67.08055,29.84136,78.04125,76.01273,28.84575,75.20374,18.40498,27.37592,68.6635,-16.12727,20.76632,64.40597,-33.92609,13.54992,60.00938,-43.91442,0,2,-143.7878,167.4313,0,47.31147,-1.077077,-0.1227519
